poem_id,author,song_title,rank,lemma,tfidf_score
754,Пијан Славеј,"ТИ ВЕРУВАМ, ТИ ВЕРУВАМ",7,утешение,0.1086
754,Пијан Славеј,"ТИ ВЕРУВАМ, ТИ ВЕРУВАМ",8,суди,0.1027
754,Пијан Славеј,"ТИ ВЕРУВАМ, ТИ ВЕРУВАМ",9,жено,0.0985
754,Пијан Славеј,"ТИ ВЕРУВАМ, ТИ ВЕРУВАМ",10,фреска,0.0952
755,Пијан Славеј,"ДОБРО УТРО, КАЛИПСО",1,намовне,0.3118
755,Пијан Славеј,"ДОБРО УТРО, КАЛИПСО",2,очо,0.3118
755,Пијан Славеј,"ДОБРО УТРО, КАЛИПСО",3,плитки,0.3118
755,Пијан Славеј,"ДОБРО УТРО, КАЛИПСО",4,синожолтозен,0.3118
755,Пијан Славеј,"ДОБРО УТРО, КАЛИПСО",5,исплаши,0.2947
755,Пијан Славеј,"ДОБРО УТРО, КАЛИПСО",6,рипче,0.2947
755,Пијан Славеј,"ДОБРО УТРО, КАЛИПСО",7,погали,0.2826
755,Пијан Славеј,"ДОБРО УТРО, КАЛИПСО",8,нурне,0.2655
755,Пијан Славеј,"ДОБРО УТРО, КАЛИПСО",9,ветре,0.259
755,Пијан Славеј,"ДОБРО УТРО, КАЛИПСО",10,површина,0.2363
756,Пијан Славеј,СЕНКИ,1,модар,0.3119
756,Пијан Славеј,СЕНКИ,2,пламен,0.2689
756,Пијан Славеј,СЕНКИ,3,гори,0.2656
756,Пијан Славеј,СЕНКИ,4,кружи,0.2631
756,Пијан Славеј,СЕНКИ,5,чевел,0.2631
756,Пијан Славеј,СЕНКИ,6,сенка,0.2303
756,Пијан Славеј,СЕНКИ,7,наш,0.2017
756,Пијан Славеј,СЕНКИ,8,небо,0.1977
756,Пијан Славеј,СЕНКИ,9,крие,0.1904
756,Пијан Славеј,СЕНКИ,10,спие,0.18
757,Пијан Славеј,БУКЕ НА ЕДЕН ДОБРО ОДЛЕЖАН БАКНЕЖ,1,ветрее,0.2875
757,Пијан Славеј,БУКЕ НА ЕДЕН ДОБРО ОДЛЕЖАН БАКНЕЖ,2,миризба,0.259
757,Пијан Славеј,БУКЕ НА ЕДЕН ДОБРО ОДЛЕЖАН БАКНЕЖ,3,нос,0.2527
757,Пијан Славеј,БУКЕ НА ЕДЕН ДОБРО ОДЛЕЖАН БАКНЕЖ,4,клун,0.2242
757,Пијан Славеј,БУКЕ НА ЕДЕН ДОБРО ОДЛЕЖАН БАКНЕЖ,5,грло,0.18
757,Пијан Славеј,БУКЕ НА ЕДЕН ДОБРО ОДЛЕЖАН БАКНЕЖ,6,бакнеж,0.1744
757,Пијан Славеј,БУКЕ НА ЕДЕН ДОБРО ОДЛЕЖАН БАКНЕЖ,7,ваму-таму,0.1521
757,Пијан Славеј,БУКЕ НА ЕДЕН ДОБРО ОДЛЕЖАН БАКНЕЖ,8,зовривавме,0.1521
757,Пијан Славеј,БУКЕ НА ЕДЕН ДОБРО ОДЛЕЖАН БАКНЕЖ,9,каснување,0.1521
757,Пијан Славеј,БУКЕ НА ЕДЕН ДОБРО ОДЛЕЖАН БАКНЕЖ,10,коњак,0.1521
758,Пијан Славеј,БЕЛАТА СМРТ НА ЕДНА КРАТКА ЉУБОВ,1,уште,0.4388
758,Пијан Славеј,БЕЛАТА СМРТ НА ЕДНА КРАТКА ЉУБОВ,2,држи,0.4344
758,Пијан Славеј,БЕЛАТА СМРТ НА ЕДНА КРАТКА ЉУБОВ,3,вудве,0.3606
758,Пијан Славеј,БЕЛАТА СМРТ НА ЕДНА КРАТКА ЉУБОВ,4,снема,0.2695
758,Пијан Славеј,БЕЛАТА СМРТ НА ЕДНА КРАТКА ЉУБОВ,5,заспива,0.2658
758,Пијан Славеј,БЕЛАТА СМРТ НА ЕДНА КРАТКА ЉУБОВ,6,чудо,0.2593
758,Пијан Славеј,БЕЛАТА СМРТ НА ЕДНА КРАТКА ЉУБОВ,7,буден,0.2339
758,Пијан Славеј,БЕЛАТА СМРТ НА ЕДНА КРАТКА ЉУБОВ,8,дремне,0.1803
758,Пијан Славеј,БЕЛАТА СМРТ НА ЕДНА КРАТКА ЉУБОВ,9,мигне,0.1803
758,Пијан Славеј,БЕЛАТА СМРТ НА ЕДНА КРАТКА ЉУБОВ,10,кратки,0.1704
759,Пијан Славеј,ТУКУТАКА,1,тукутак,0.372
759,Пијан Славеј,ТУКУТАКА,2,сака,0.2331
759,Пијан Славеј,ТУКУТАКА,3,мисли,0.1933
759,Пијан Славеј,ТУКУТАКА,4,одлутан,0.186
759,Пијан Славеј,ТУКУТАКА,5,преде,0.186
759,Пијан Славеј,ТУКУТАКА,6,пропушта,0.186
759,Пијан Славеј,ТУКУТАКА,7,тилтован,0.186
759,Пијан Славеј,ТУКУТАКА,8,тукутака,0.186
759,Пијан Славеј,ТУКУТАКА,9,флипер,0.186
759,Пијан Славеј,ТУКУТАКА,10,шест,0.186
760,Пијан Славеј,ИГРИВО СРЦЕ,1,гајле,0.369
760,Пијан Славеј,ИГРИВО СРЦЕ,2,сабајле,0.369
760,Пијан Славеј,ИГРИВО СРЦЕ,3,улови,0.3344
760,Пијан Славеј,ИГРИВО СРЦЕ,4,игрив,0.3142
760,Пијан Славеј,ИГРИВО СРЦЕ,5,случајно,0.3065
760,Пијан Славеј,ИГРИВО СРЦЕ,6,мами,0.2686
760,Пијан Славеј,ИГРИВО СРЦЕ,7,буди,0.2197
760,Пијан Славеј,ИГРИВО СРЦЕ,8,убав,0.1955
760,Пијан Славеј,ИГРИВО СРЦЕ,9,тогаш,0.1766
760,Пијан Славеј,ИГРИВО СРЦЕ,10,мижи,0.1672
761,Пијан Славеј,СТРАНЦИ ВО НОЌТА,1,прегратка,0.2608
761,Пијан Славеј,СТРАНЦИ ВО НОЌТА,2,плаши,0.2521
761,Пијан Славеј,СТРАНЦИ ВО НОЌТА,3,уште,0.2347
761,Пијан Славеј,СТРАНЦИ ВО НОЌТА,4,мисли,0.2005
761,Пијан Славеј,СТРАНЦИ ВО НОЌТА,5,грчев,0.1929
761,Пијан Славеј,СТРАНЦИ ВО НОЌТА,6,непреспана,0.1929
761,Пијан Славеј,СТРАНЦИ ВО НОЌТА,7,отрезнат,0.1929
761,Пијан Славеј,СТРАНЦИ ВО НОЌТА,8,покајнички,0.1929
761,Пијан Славеј,СТРАНЦИ ВО НОЌТА,9,црцори,0.1929
761,Пијан Славеј,СТРАНЦИ ВО НОЌТА,10,десетица,0.1823
762,Пијан Славеј,ГАЛЕЖЛИВО,1,вчера,0.3925
762,Пијан Славеј,ГАЛЕЖЛИВО,2,красен,0.255
762,Пијан Славеј,ГАЛЕЖЛИВО,3,отровник,0.255
762,Пијан Славеј,ГАЛЕЖЛИВО,4,некосен,0.241
762,Пијан Славеј,ГАЛЕЖЛИВО,5,гризи,0.2311
762,Пијан Славеј,ГАЛЕЖЛИВО,6,запуштен,0.2311
762,Пијан Славеј,ГАЛЕЖЛИВО,7,рајски,0.2311
762,Пијан Славеј,ГАЛЕЖЛИВО,8,чешла,0.2311
762,Пијан Славеј,ГАЛЕЖЛИВО,9,бос,0.2072
762,Пијан Славеј,ГАЛЕЖЛИВО,10,мајски,0.2032
763,Пијан Славеј,АБРАКАДАБРА,1,клада,0.3698
763,Пијан Славеј,АБРАКАДАБРА,2,птицо,0.3594
763,Пијан Славеј,АБРАКАДАБРА,3,ноќен,0.2588
763,Пијан Славеј,АБРАКАДАБРА,4,месечина,0.2352
763,Пијан Славеј,АБРАКАДАБРА,5,рече,0.2202
763,Пијан Славеј,АБРАКАДАБРА,6,дење,0.2132
763,Пијан Славеј,АБРАКАДАБРА,7,може,0.2007
763,Пијан Славеј,АБРАКАДАБРА,8,ноќ,0.1755
763,Пијан Славеј,АБРАКАДАБРА,9,сега,0.1712
763,Пијан Славеј,АБРАКАДАБРА,10,сонува,0.1675
764,Пијан Славеј,ШПИРИТУС МОВЕНС,1,добар,0.5435
764,Пијан Славеј,ШПИРИТУС МОВЕНС,2,драг,0.3225
764,Пијан Славеј,ШПИРИТУС МОВЕНС,3,закопча,0.2215
764,Пијан Славеј,ШПИРИТУС МОВЕНС,4,запетли,0.2215
764,Пијан Славеј,ШПИРИТУС МОВЕНС,5,мочи,0.2215
764,Пијан Славеј,ШПИРИТУС МОВЕНС,6,муабети,0.2215
764,Пијан Славеј,ШПИРИТУС МОВЕНС,7,поткаса,0.2215
764,Пијан Славеј,ШПИРИТУС МОВЕНС,8,лошо,0.2094
764,Пијан Славеј,ШПИРИТУС МОВЕНС,9,спружи,0.2094
764,Пијан Славеј,ШПИРИТУС МОВЕНС,10,дуќан,0.1941
765,Пијан Славеј,ЈАЗИК,1,заеднички,0.5065
765,Пијан Славеј,ЈАЗИК,2,јазик,0.459
765,Пијан Славеј,ЈАЗИК,3,наш,0.2538
765,Пијан Славеј,ЈАЗИК,4,гадевме,0.2077
765,Пијан Славеј,ЈАЗИК,5,котеа,0.2077
765,Пијан Славеј,ЈАЗИК,6,лачи,0.2077
765,Пијан Славеј,ЈАЗИК,7,мевлем,0.2077
765,Пијан Славеј,ЈАЗИК,8,влакна,0.1964
765,Пијан Славеј,ЈАЗИК,9,заборавивме,0.1964
765,Пијан Славеј,ЈАЗИК,10,лижи,0.1883
766,Пијан Славеј,РАСПЕСНИЕ,1,чаршаф,0.3634
766,Пијан Славеј,РАСПЕСНИЕ,2,кафез,0.3057
766,Пијан Славеј,РАСПЕСНИЕ,3,песна,0.2459
766,Пијан Славеј,РАСПЕСНИЕ,4,глава,0.2095
766,Пијан Славеј,РАСПЕСНИЕ,5,биљбиљ-зборо,0.2074
766,Пијан Славеј,РАСПЕСНИЕ,6,речник,0.188
766,Пијан Славеј,РАСПЕСНИЕ,7,ечи,0.1817
766,Пијан Славеј,РАСПЕСНИЕ,8,префрли,0.1817
766,Пијан Славеј,РАСПЕСНИЕ,9,пречи,0.1817
766,Пијан Славеј,РАСПЕСНИЕ,10,слаток,0.1766
767,Пијан Славеј,АРАПСКИ НОЌИ,1,комбинација,0.3462
767,Пијан Славеј,АРАПСКИ НОЌИ,2,потурен,0.3462
767,Пијан Славеј,АРАПСКИ НОЌИ,3,сеф,0.3462
767,Пијан Славеј,АРАПСКИ НОЌИ,4,шербет,0.3272
767,Пијан Славеј,АРАПСКИ НОЌИ,5,фраза,0.3138
767,Пијан Славеј,АРАПСКИ НОЌИ,6,саноќ,0.2709
767,Пијан Славеј,АРАПСКИ НОЌИ,7,нуди,0.2624
767,Пијан Славеј,АРАПСКИ НОЌИ,8,дума,0.252
767,Пијан Славеј,АРАПСКИ НОЌИ,9,благ,0.23
767,Пијан Славеј,АРАПСКИ НОЌИ,10,врти,0.2137
768,Пијан Славеј,СИТЕ ЛИЦА НА ЧОВЕКОТ,1,тре,0.51
768,Пијан Славеј,СИТЕ ЛИЦА НА ЧОВЕКОТ,2,припаѓа,0.489
768,Пијан Славеј,СИТЕ ЛИЦА НА ЧОВЕКОТ,3,втор,0.3977
768,Пијан Славеј,СИТЕ ЛИЦА НА ЧОВЕКОТ,4,озборува,0.2698
768,Пијан Славеј,СИТЕ ЛИЦА НА ЧОВЕКОТ,5,лице,0.2552
768,Пијан Славеј,СИТЕ ЛИЦА НА ЧОВЕКОТ,6,множина,0.255
768,Пијан Славеј,СИТЕ ЛИЦА НА ЧОВЕКОТ,7,труди,0.2364
768,Пијан Славеј,СИТЕ ЛИЦА НА ЧОВЕКОТ,8,љуби,0.1711
768,Пијан Славеј,СИТЕ ЛИЦА НА ЧОВЕКОТ,9,сонува,0.1606
768,Пијан Славеј,СИТЕ ЛИЦА НА ЧОВЕКОТ,10,прв,0.128
769,Пијан Славеј,ЧУВАЈ СЕ,1,чува,0.5809
769,Пијан Славеј,ЧУВАЈ СЕ,2,фаца,0.2453
769,Пијан Славеј,ЧУВАЈ СЕ,3,све,0.2319
769,Пијан Славеј,ЧУВАЈ СЕ,4,гол,0.2216
769,Пијан Славеј,ЧУВАЈ СЕ,5,маска,0.2089
769,Пијан Славеј,ЧУВАЈ СЕ,6,господ,0.1744
769,Пијан Славеј,ЧУВАЈ СЕ,7,значи,0.1644
769,Пијан Славеј,ЧУВАЈ СЕ,8,беља,0.1226
769,Пијан Славеј,ЧУВАЈ СЕ,9,гомномразец,0.1226
769,Пијан Славеј,ЧУВАЈ СЕ,10,грофта,0.1226
770,Пијан Славеј,МИЗАНТРОПИЈА,1,човек,0.2244
770,Пијан Славеј,МИЗАНТРОПИЈА,2,знае,0.1966
770,Пијан Славеј,МИЗАНТРОПИЈА,3,веродостојност,0.1702
770,Пијан Славеј,МИЗАНТРОПИЈА,4,вџашив,0.1702
770,Пијан Славеј,МИЗАНТРОПИЈА,5,грлцце,0.1702
770,Пијан Славеј,МИЗАНТРОПИЈА,6,еба,0.1702
770,Пијан Славеј,МИЗАНТРОПИЈА,7,кучка,0.1702
770,Пијан Славеј,МИЗАНТРОПИЈА,8,наквасив,0.1702
770,Пијан Славеј,МИЗАНТРОПИЈА,9,поарен,0.1702
770,Пијан Славеј,МИЗАНТРОПИЈА,10,посто,0.1702
771,Пијан Славеј,ХЕЈТ,1,хејте,0.8704
771,Пијан Славеј,ХЕЈТ,2,друштво,0.1243
771,Пијан Славеј,ХЕЈТ,3,комплимент,0.1243
771,Пијан Славеј,ХЕЈТ,4,мо,0.1243
771,Пијан Славеј,ХЕЈТ,5,прета,0.1243
771,Пијан Славеј,ХЕЈТ,6,хејт,0.1243
771,Пијан Славеј,ХЕЈТ,7,хејта,0.1243
771,Пијан Славеј,ХЕЈТ,8,хејтнам,0.1243
771,Пијан Славеј,ХЕЈТ,9,хејтомисленик,0.1243
771,Пијан Славеј,ХЕЈТ,10,смисли,0.1127
772,Пијан Славеј,КАЈ ЌЕ ОДИ СЕТО ТОА САКАЊЕ,1,сакање,0.3374
772,Пијан Славеј,КАЈ ЌЕ ОДИ СЕТО ТОА САКАЊЕ,2,треба,0.3156
772,Пијан Славеј,КАЈ ЌЕ ОДИ СЕТО ТОА САКАЊЕ,3,стврдне,0.2117
772,Пијан Славеј,КАЈ ЌЕ ОДИ СЕТО ТОА САКАЊЕ,4,остане,0.209
772,Пијан Славеј,КАЈ ЌЕ ОДИ СЕТО ТОА САКАЊЕ,5,незаборавен,0.2001
772,Пијан Славеј,КАЈ ЌЕ ОДИ СЕТО ТОА САКАЊЕ,6,пеплоса,0.2001
772,Пијан Славеј,КАЈ ЌЕ ОДИ СЕТО ТОА САКАЊЕ,7,прострелен,0.2001
772,Пијан Славеј,КАЈ ЌЕ ОДИ СЕТО ТОА САКАЊЕ,8,баба,0.1855
772,Пијан Славеј,КАЈ ЌЕ ОДИ СЕТО ТОА САКАЊЕ,9,врежан,0.1855
772,Пијан Славеј,КАЈ ЌЕ ОДИ СЕТО ТОА САКАЊЕ,10,деда,0.1855
773,Пијан Славеј,ЗАБЛУДИ,1,значи,0.4249
773,Пијан Славеј,ЗАБЛУДИ,2,допаѓа,0.317
773,Пијан Славеј,ЗАБЛУДИ,3,намокрив,0.317
773,Пијан Славеј,ЗАБЛУДИ,4,дигне,0.2874
773,Пијан Славеј,ЗАБЛУДИ,5,злати,0.2778
773,Пијан Славеј,ЗАБЛУДИ,6,секрет,0.2778
773,Пијан Славеј,ЗАБЛУДИ,7,заблуда,0.27
773,Пијан Славеј,ЗАБЛУДИ,8,трње,0.2634
773,Пијан Славеј,ЗАБЛУДИ,9,посака,0.2308
773,Пијан Славеј,ЗАБЛУДИ,10,рано,0.2144
774,Пијан Славеј,СРЦЕЛИЈА,1,бричав,0.1947
774,Пијан Славеј,СРЦЕЛИЈА,2,гласилка,0.1947
774,Пијан Славеј,СРЦЕЛИЈА,3,компас,0.1947
774,Пијан Славеј,СРЦЕЛИЈА,4,пасош,0.1947
774,Пијан Славеј,СРЦЕЛИЈА,5,полудев,0.1947
774,Пијан Славеј,СРЦЕЛИЈА,6,преплива,0.1947
774,Пијан Славеј,СРЦЕЛИЈА,7,разместив,0.1947
774,Пијан Славеј,СРЦЕЛИЈА,8,раштима,0.1947
774,Пијан Славеј,СРЦЕЛИЈА,9,сметив,0.1947
774,Пијан Славеј,СРЦЕЛИЈА,10,срцелија,0.1947
775,Пијан Славеј,КЛИНЧ,1,рунда,0.4417
775,Пијан Славеј,КЛИНЧ,2,божествено,0.3313
775,Пијан Славеј,КЛИНЧ,3,улав,0.3003
775,Пијан Славеј,КЛИНЧ,4,распеан,0.2752
775,Пијан Славеј,КЛИНЧ,5,песна,0.2619
775,Пијан Славеј,КЛИНЧ,6,ваков,0.255
775,Пијан Славеј,КЛИНЧ,7,љуба,0.2411
775,Пијан Славеј,КЛИНЧ,8,земи,0.233
775,Пијан Славеј,КЛИНЧ,9,жив,0.161
775,Пијан Славеј,КЛИНЧ,10,може,0.1576
776,Пијан Славеј,ПОЈАНИЦА,1,план,0.5247
776,Пијан Славеј,ПОЈАНИЦА,2,погоди,0.3206
776,Пијан Славеј,ПОЈАНИЦА,3,ситен,0.2503
776,Пијан Славеј,ПОЈАНИЦА,4,сонува,0.2298
776,Пијан Славеј,ПОЈАНИЦА,5,прави,0.2021
776,Пијан Славеј,ПОЈАНИЦА,6,толку,0.1943
776,Пијан Славеј,ПОЈАНИЦА,7,биљбих,0.193
776,Пијан Славеј,ПОЈАНИЦА,8,собори,0.193
776,Пијан Славеј,ПОЈАНИЦА,9,пар,0.1824
776,Пијан Славеј,ПОЈАНИЦА,10,скокотка,0.1824
777,Пијан Славеј,ПРОБАЈ!,1,проба,0.8287
777,Пијан Славеј,ПРОБАЈ!,2,завидлив,0.1995
777,Пијан Славеј,ПРОБАЈ!,3,пожали,0.1995
777,Пијан Славеј,ПРОБАЈ!,4,пробај,0.1995
777,Пијан Славеј,ПРОБАЈ!,5,незаинтересиран,0.1886
777,Пијан Славеј,ПРОБАЈ!,6,пропушти,0.1808
777,Пијан Славеј,ПРОБАЈ!,7,вреди,0.1621
777,Пијан Славеј,ПРОБАЈ!,8,после,0.1361
777,Пијан Славеј,ПРОБАЈ!,9,навистина,0.1284
777,Пијан Славеј,ПРОБАЈ!,10,некогаш,0.1216
778,Пијан Славеј,ЕБАНГЕЛИЕ ПО ЗИФРЕДИ,1,порно,0.3383
778,Пијан Славеј,ЕБАНГЕЛИЕ ПО ЗИФРЕДИ,2,глумец,0.3198
778,Пијан Славеј,ЕБАНГЕЛИЕ ПО ЗИФРЕДИ,3,потоп,0.3067
778,Пијан Славеј,ЕБАНГЕЛИЕ ПО ЗИФРЕДИ,4,заблесне,0.1692
778,Пијан Славеј,ЕБАНГЕЛИЕ ПО ЗИФРЕДИ,5,крла,0.1692
778,Пијан Славеј,ЕБАНГЕЛИЕ ПО ЗИФРЕДИ,6,културен,0.1692
778,Пијан Славеј,ЕБАНГЕЛИЕ ПО ЗИФРЕДИ,7,ној,0.1692
778,Пијан Славеј,ЕБАНГЕЛИЕ ПО ЗИФРЕДИ,8,порн,0.1692
778,Пијан Славеј,ЕБАНГЕЛИЕ ПО ЗИФРЕДИ,9,посно,0.1692
778,Пијан Славеј,ЕБАНГЕЛИЕ ПО ЗИФРЕДИ,10,спласне,0.1692
779,Пијан Славеј,НЕЗНАЈНИОТ ЉУБОВНИК,1,цвеќе,0.2785
779,Пијан Славеј,НЕЗНАЈНИОТ ЉУБОВНИК,2,незнаен,0.2651
779,Пијан Славеј,НЕЗНАЈНИОТ ЉУБОВНИК,3,букет,0.2365
779,Пијан Славеј,НЕЗНАЈНИОТ ЉУБОВНИК,4,сака-ме,0.2365
779,Пијан Славеј,НЕЗНАЈНИОТ ЉУБОВНИК,5,џоинт,0.2365
779,Пијан Славеј,НЕЗНАЈНИОТ ЉУБОВНИК,6,нејќе,0.2144
779,Пијан Славеј,НЕЗНАЈНИОТ ЉУБОВНИК,7,положи,0.2144
779,Пијан Славеј,НЕЗНАЈНИОТ ЉУБОВНИК,8,пуши,0.2144
779,Пијан Славеј,НЕЗНАЈНИОТ ЉУБОВНИК,9,девица,0.2073
779,Пијан Славеј,НЕЗНАЈНИОТ ЉУБОВНИК,10,свеж,0.1744
780,Пијан Славеј,ПИГМАЛИОН ВО ОБИД,1,мома,0.3054
780,Пијан Славеј,ПИГМАЛИОН ВО ОБИД,2,можеби,0.2598
780,Пијан Славеј,ПИГМАЛИОН ВО ОБИД,3,исклесан,0.2298
780,Пијан Славеј,ПИГМАЛИОН ВО ОБИД,4,кукле,0.2298
780,Пијан Славеј,ПИГМАЛИОН ВО ОБИД,5,лувр,0.2298
780,Пијан Славеј,ПИГМАЛИОН ВО ОБИД,6,музеј,0.2298
780,Пијан Славеј,ПИГМАЛИОН ВО ОБИД,7,океј,0.2298
780,Пијан Славеј,ПИГМАЛИОН ВО ОБИД,8,памти,0.2298
780,Пијан Славеј,ПИГМАЛИОН ВО ОБИД,9,вешт,0.2172
780,Пијан Славеј,ПИГМАЛИОН ВО ОБИД,10,гаќи,0.2172
781,Пијан Славеј,КОГА СОНОТ ЗАМИНА ПЕНЗИЈА,1,замине,0.3456
781,Пијан Славеј,КОГА СОНОТ ЗАМИНА ПЕНЗИЈА,2,пензија,0.3409
781,Пијан Славеј,КОГА СОНОТ ЗАМИНА ПЕНЗИЈА,3,апол,0.1803
781,Пијан Славеј,КОГА СОНОТ ЗАМИНА ПЕНЗИЈА,4,вдлабнат,0.1803
781,Пијан Славеј,КОГА СОНОТ ЗАМИНА ПЕНЗИЈА,5,загледување,0.1803
781,Пијан Славеј,КОГА СОНОТ ЗАМИНА ПЕНЗИЈА,6,колега,0.1803
781,Пијан Славеј,КОГА СОНОТ ЗАМИНА ПЕНЗИЈА,7,поплочен,0.1803
781,Пијан Славеј,КОГА СОНОТ ЗАМИНА ПЕНЗИЈА,8,промет,0.1803
781,Пијан Славеј,КОГА СОНОТ ЗАМИНА ПЕНЗИЈА,9,чекорење,0.1803
781,Пијан Славеј,КОГА СОНОТ ЗАМИНА ПЕНЗИЈА,10,едноставно,0.1705
782,Пијан Славеј,ШТО Е ТУКА Е!,1,тука,0.4928
782,Пијан Славеј,ШТО Е ТУКА Е!,2,пука,0.3949
782,Пијан Славеј,ШТО Е ТУКА Е!,3,појќе,0.3713
782,Пијан Славеј,ШТО Е ТУКА Е!,4,нејќе,0.3561
782,Пијан Славеј,ШТО Е ТУКА Е!,5,сака,0.3282
782,Пијан Славеј,ШТО Е ТУКА Е!,6,нишани,0.1964
782,Пијан Славеј,ШТО Е ТУКА Е!,7,лути,0.178
782,Пијан Славеј,ШТО Е ТУКА Е!,8,утка,0.1673
782,Пијан Славеј,ШТО Е ТУКА Е!,9,смешен,0.1632
782,Пијан Славеј,ШТО Е ТУКА Е!,10,срце,0.1464
783,Пијан Славеј,ДЛАНКОПИС,1,дланка,0.4744
783,Пијан Славеј,ДЛАНКОПИС,2,згазен,0.4326
783,Пијан Славеј,ДЛАНКОПИС,3,протри,0.358
783,Пијан Славеј,ДЛАНКОПИС,4,плукне,0.3049
783,Пијан Славеј,ДЛАНКОПИС,5,линија,0.2574
783,Пијан Славеј,ДЛАНКОПИС,6,орај,0.2386
783,Пијан Славеј,ДЛАНКОПИС,7,штотуку,0.194
783,Пијан Славеј,ДЛАНКОПИС,8,погледне,0.1716
783,Пијан Славеј,ДЛАНКОПИС,9,трева,0.1413
783,Пијан Славеј,ДЛАНКОПИС,10,преболувај,0.1193
784,Пијан Славеј,КОЈ МОЖЕ ДА РАСИПЕ ЕДЕН ВАКОВ ДЕН,1,расипе,0.4505
784,Пијан Славеј,КОЈ МОЖЕ ДА РАСИПЕ ЕДЕН ВАКОВ ДЕН,2,ваков,0.3669
784,Пијан Славеј,КОЈ МОЖЕ ДА РАСИПЕ ЕДЕН ВАКОВ ДЕН,3,боли,0.3352
784,Пијан Славеј,КОЈ МОЖЕ ДА РАСИПЕ ЕДЕН ВАКОВ ДЕН,4,издание,0.2383
784,Пијан Славеј,КОЈ МОЖЕ ДА РАСИПЕ ЕДЕН ВАКОВ ДЕН,5,џебен,0.2383
784,Пијан Славеј,КОЈ МОЖЕ ДА РАСИПЕ ЕДЕН ВАКОВ ДЕН,6,ден,0.2315
784,Пијан Славеј,КОЈ МОЖЕ ДА РАСИПЕ ЕДЕН ВАКОВ ДЕН,7,клекне,0.2253
784,Пијан Славеј,КОЈ МОЖЕ ДА РАСИПЕ ЕДЕН ВАКОВ ДЕН,8,еден,0.1859
784,Пијан Славеј,КОЈ МОЖЕ ДА РАСИПЕ ЕДЕН ВАКОВ ДЕН,9,ноќва,0.1806
784,Пијан Славеј,КОЈ МОЖЕ ДА РАСИПЕ ЕДЕН ВАКОВ ДЕН,10,може,0.17
785,Пијан Славеј,СТАРАТА БОЛКА,1,реши,0.3375
785,Пијан Славеј,СТАРАТА БОЛКА,2,аналгетик,0.2031
785,Пијан Славеј,СТАРАТА БОЛКА,3,антиестетик,0.2031
785,Пијан Славеј,СТАРАТА БОЛКА,4,буда,0.2031
785,Пијан Славеј,СТАРАТА БОЛКА,5,труе,0.2031
785,Пијан Славеј,СТАРАТА БОЛКА,6,жалта,0.192
785,Пијан Славеј,СТАРАТА БОЛКА,7,несреќно,0.192
785,Пијан Славеј,СТАРАТА БОЛКА,8,очила,0.192
785,Пијан Славеј,СТАРАТА БОЛКА,9,преболи,0.192
785,Пијан Славеј,СТАРАТА БОЛКА,10,роз,0.173
786,Пијан Славеј,ХРАБРОСТ ВО ЧАШАТА,1,тури,0.3316
786,Пијан Славеј,ХРАБРОСТ ВО ЧАШАТА,2,неправедно,0.3135
786,Пијан Славеј,ХРАБРОСТ ВО ЧАШАТА,3,зборлест,0.3006
786,Пијан Славеј,ХРАБРОСТ ВО ЧАШАТА,4,лажовен,0.3006
786,Пијан Славеј,ХРАБРОСТ ВО ЧАШАТА,5,испарува,0.2755
786,Пијан Славеј,ХРАБРОСТ ВО ЧАШАТА,6,храброст,0.2695
786,Пијан Славеј,ХРАБРОСТ ВО ЧАШАТА,7,нем,0.2595
786,Пијан Славеј,ХРАБРОСТ ВО ЧАШАТА,8,кукавица,0.2553
786,Пијан Славеј,ХРАБРОСТ ВО ЧАШАТА,9,сврти,0.2478
786,Пијан Славеј,ХРАБРОСТ ВО ЧАШАТА,10,чаша,0.2385
787,Пијан Славеј,СЕБЕПРИФАТИЛИШТЕ,1,безбеден,0.2903
787,Пијан Славеј,СЕБЕПРИФАТИЛИШТЕ,2,чесно,0.2615
787,Пијан Славеј,СЕБЕПРИФАТИЛИШТЕ,3,ангела,0.2551
787,Пијан Славеј,СЕБЕПРИФАТИЛИШТЕ,4,мирно,0.2447
787,Пијан Славеј,СЕБЕПРИФАТИЛИШТЕ,5,ѓавол,0.2364
787,Пијан Славеј,СЕБЕПРИФАТИЛИШТЕ,6,немој,0.2208
787,Пијан Славеј,СЕБЕПРИФАТИЛИШТЕ,7,човек,0.2024
787,Пијан Славеј,СЕБЕПРИФАТИЛИШТЕ,8,моли,0.1991
787,Пијан Славеј,СЕБЕПРИФАТИЛИШТЕ,9,повторно,0.1896
787,Пијан Славеј,СЕБЕПРИФАТИЛИШТЕ,10,роди,0.1872
788,Пијан Славеј,МАЈКО,1,крај,0.6221
788,Пијан Славеј,МАЈКО,2,сукње,0.2302
788,Пијан Славеј,МАЈКО,3,дете,0.2216
788,Пијан Славеј,МАЈКО,4,плачка,0.2176
788,Пијан Славеј,МАЈКО,5,разгалува,0.2176
788,Пијан Славеј,МАЈКО,6,кујна,0.2087
788,Пијан Славеј,МАЈКО,7,сокрива,0.2087
788,Пијан Славеј,МАЈКО,8,збир,0.2017
788,Пијан Славеј,МАЈКО,9,мајчин,0.1834
788,Пијан Славеј,МАЈКО,10,парче,0.1637
789,Пијан Славеј,КОРЕЊА,1,дрвце,0.3993
789,Пијан Славеј,КОРЕЊА,2,спие,0.3455
