poem_id,author,song_title,rank,lemma,tfidf_score
85,Блаже Конески,Неизвесност,8,изгор,0.2068
85,Блаже Конески,Неизвесност,9,заморен,0.1999
85,Блаже Конески,Неизвесност,10,очаен,0.1999
86,Ацо Шопов,И уште еднаш црно сонце,1,личи,0.3031
86,Ацо Шопов,И уште еднаш црно сонце,2,лески,0.1969
86,Ацо Шопов,И уште еднаш црно сонце,3,лозник,0.1969
86,Ацо Шопов,И уште еднаш црно сонце,4,наслеб,0.1969
86,Ацо Шопов,И уште еднаш црно сонце,5,приградски,0.1969
86,Ацо Шопов,И уште еднаш црно сонце,6,ѕвонарник,0.1969
86,Ацо Шопов,И уште еднаш црно сонце,7,врелина,0.1861
86,Ацо Шопов,И уште еднаш црно сонце,8,квичи,0.1861
86,Ацо Шопов,И уште еднаш црно сонце,9,сé,0.1725
86,Ацо Шопов,И уште еднаш црно сонце,10,расфрлан,0.1676
88,Ацо Шопов,Треба да бидеме подобри,1,подобри,0.882
88,Ацо Шопов,Треба да бидеме подобри,2,треба,0.2696
88,Ацо Шопов,Треба да бидеме подобри,3,твој,0.1278
88,Ацо Шопов,Треба да бидеме подобри,4,замисли,0.1127
88,Ацо Шопов,Треба да бидеме подобри,5,утра,0.1103
88,Ацо Шопов,Треба да бидеме подобри,6,божило,0.1044
88,Ацо Шопов,Треба да бидеме подобри,7,срце,0.1011
88,Ацо Шопов,Треба да бидеме подобри,8,леб,0.0873
88,Ацо Шопов,Треба да бидеме подобри,9,добар,0.0832
88,Ацо Шопов,Треба да бидеме подобри,10,црвен,0.0799
89,Влада Урошевиќ,Крајот на летото,1,затвори,0.4745
89,Влада Урошевиќ,Крајот на летото,2,јави,0.3508
89,Влада Урошевиќ,Крајот на летото,3,некогаш,0.2974
89,Влада Урошевиќ,Крајот на летото,4,лековит,0.2439
89,Влада Урошевиќ,Крајот на летото,5,мак,0.2306
89,Влада Урошевиќ,Крајот на летото,6,слама,0.2137
89,Влада Урошевиќ,Крајот на летото,7,чашка,0.2077
89,Влада Урошевиќ,Крајот на летото,8,преграб,0.2026
89,Влада Урошевиќ,Крајот на летото,9,кутија,0.1909
89,Влада Урошевиќ,Крајот на летото,10,зиме,0.1849
90,Анте Поповски,Кон Македонија,1,здравје,0.2498
90,Анте Поповски,Кон Македонија,2,разум,0.2498
90,Анте Поповски,Кон Македонија,3,име,0.2417
90,Анте Поповски,Кон Македонија,4,дојде,0.2293
90,Анте Поповски,Кон Македонија,5,маж,0.1946
90,Анте Поповски,Кон Македонија,6,твој,0.1611
90,Анте Поповски,Кон Македонија,7,топол,0.1476
90,Анте Поповски,Кон Македонија,8,благословиме,0.1426
90,Анте Поповски,Кон Македонија,9,востание,0.1426
90,Анте Поповски,Кон Македонија,10,запише,0.1426
91,Славко Јаневски,Јазик,1,обвива,0.3003
91,Славко Јаневски,Јазик,2,јазик,0.284
91,Славко Јаневски,Јазик,3,свој,0.255
91,Славко Јаневски,Јазик,4,ерменски,0.1714
91,Славко Јаневски,Јазик,5,мелем,0.1714
91,Славко Јаневски,Јазик,6,наски,0.1714
91,Славко Јаневски,Јазик,7,обогатен,0.1714
91,Славко Јаневски,Јазик,8,помолчи,0.1714
91,Славко Јаневски,Јазик,9,смиреност,0.1714
91,Славко Јаневски,Јазик,10,хебрејски,0.1714
92,Богомил Ѓузел,Хаос,1,уста,0.2575
92,Богомил Ѓузел,Хаос,2,извик,0.2547
92,Богомил Ѓузел,Хаос,3,затвори,0.1988
92,Богомил Ѓузел,Хаос,4,ликување,0.1533
92,Богомил Ѓузел,Хаос,5,последичен,0.1533
92,Богомил Ѓузел,Хаос,6,потеме,0.1533
92,Богомил Ѓузел,Хаос,7,татон,0.1533
92,Богомил Ѓузел,Хаос,8,тенк,0.1533
92,Богомил Ѓузел,Хаос,9,мноштво,0.1449
92,Богомил Ѓузел,Хаос,10,осветли,0.1449
93,Игор Исаковски,Те боли црната светлина што те очекува,1,боли,0.5493
93,Игор Исаковски,Те боли црната светлина што те очекува,2,демон,0.4219
93,Игор Исаковски,Те боли црната светлина што те очекува,3,сопствен,0.1387
93,Игор Исаковски,Те боли црната светлина што те очекува,4,сè,0.1323
93,Игор Исаковски,Те боли црната светлина што те очекува,5,вечен,0.1321
93,Игор Исаковски,Те боли црната светлина што те очекува,6,последен,0.1233
93,Игор Исаковски,Те боли црната светлина што те очекува,7,полн,0.1164
93,Игор Исаковски,Те боли црната светлина што те очекува,8,екстремитет,0.1116
93,Игор Исаковски,Те боли црната светлина што те очекува,9,кома,0.1116
93,Игор Исаковски,Те боли црната светлина што те очекува,10,надмен,0.1116
94,Блаже Конески,Осаменост,1,собеседник,0.4304
94,Блаже Конески,Осаменост,2,врекне,0.2152
94,Блаже Конески,Осаменост,3,доверува,0.2152
94,Блаже Конески,Осаменост,4,духовит,0.2152
94,Блаже Конески,Осаменост,5,обраќи,0.2152
94,Блаже Конески,Осаменост,6,сала,0.2152
94,Блаже Конески,Осаменост,7,свикнат,0.2152
94,Блаже Конески,Осаменост,8,готов,0.2034
94,Блаже Конески,Осаменост,9,здодеви,0.2034
94,Блаже Конески,Осаменост,10,прече,0.2034
95,Матеја Матевски,Прогонети од рајот,1,измисли,0.2734
95,Матеја Матевски,Прогонети од рајот,2,распаќе,0.2428
95,Матеја Матевски,Прогонети од рајот,3,сам,0.1851
95,Матеја Матевски,Прогонети од рајот,4,сега,0.1823
95,Матеја Матевски,Прогонети од рајот,5,згасне,0.1788
95,Матеја Матевски,Прогонети од рајот,6,иден,0.1737
95,Матеја Матевски,Прогонети од рајот,7,пат,0.1722
95,Матеја Матевски,Прогонети од рајот,8,светне,0.1721
95,Матеја Матевски,Прогонети од рајот,9,око,0.1628
95,Матеја Матевски,Прогонети од рајот,10,дна,0.1618
96,Влада Урошевиќ,Лоши соништа,1,постои,0.7826
96,Влада Урошевиќ,Лоши соништа,2,заборавила,0.1332
96,Влада Урошевиќ,Лоши соништа,3,компјутер,0.1332
96,Влада Урошевиќ,Лоши соништа,4,расплинува,0.1332
96,Влада Урошевиќ,Лоши соништа,5,поштенски,0.1259
96,Влада Урошевиќ,Лоши соништа,6,пратка,0.1259
96,Влада Урошевиќ,Лоши соништа,7,пресуда,0.1259
96,Влада Урошевиќ,Лоши соништа,8,еден,0.1247
96,Влада Урошевиќ,Лоши соништа,9,згреши,0.1208
96,Влада Урошевиќ,Лоши соништа,10,почитува,0.1208
97,Јосип Коцев,Во овој свет,1,свет,0.1924
97,Јосип Коцев,Во овој свет,2,беззаб,0.1663
97,Јосип Коцев,Во овој свет,3,бинго,0.1663
97,Јосип Коцев,Во овој свет,4,грати,0.1663
97,Јосип Коцев,Во овој свет,5,гушкање,0.1663
97,Јосип Коцев,Во овој свет,6,декларација,0.1663
97,Јосип Коцев,Во овој свет,7,емоциија,0.1663
97,Јосип Коцев,Во овој свет,8,купон,0.1663
97,Јосип Коцев,Во овој свет,9,марципан,0.1663
97,Јосип Коцев,Во овој свет,10,мемфис,0.1663
98,Анте Поповски,Мојот татко,1,негов,0.5216
98,Анте Поповски,Мојот татко,2,куќа,0.3995
98,Анте Поповски,Мојот татко,3,случи,0.2062
98,Анте Поповски,Мојот татко,4,црква,0.1938
98,Анте Поповски,Мојот татко,5,замине,0.1831
98,Анте Поповски,Мојот татко,6,може,0.1534
98,Анте Поповски,Мојот татко,7,глаголи,0.1434
98,Анте Поповски,Мојот татко,8,составен,0.1434
98,Анте Поповски,Мојот татко,9,ớд,0.1434
98,Анте Поповски,Мојот татко,10,остане,0.1415
99,Петре М. Андреевски,Таа,1,тело,0.3874
99,Петре М. Андреевски,Таа,2,позајмува,0.2714
99,Петре М. Андреевски,Таа,3,светлина,0.2575
99,Петре М. Андреевски,Таа,4,појава,0.2566
99,Петре М. Андреевски,Таа,5,рамноденица,0.2566
99,Петре М. Андреевски,Таа,6,душа,0.242
99,Петре М. Андреевски,Таа,7,природен,0.2378
99,Петре М. Андреевски,Таа,8,дај,0.2255
99,Петре М. Андреевски,Таа,9,викне,0.2206
99,Петре М. Андреевски,Таа,10,напушта,0.2206
100,Лилјана Дирјан,Наеднаш срцето ми се стеснило,1,распар,0.4918
100,Лилјана Дирјан,Наеднаш срцето ми се стеснило,2,некако,0.2566
100,Лилјана Дирјан,Наеднаш срцето ми се стеснило,3,паѓа,0.1827
100,Лилјана Дирјан,Наеднаш срцето ми се стеснило,4,варијанта,0.1639
100,Лилјана Дирјан,Наеднаш срцето ми се стеснило,5,гарсониера,0.1639
100,Лилјана Дирјан,Наеднаш срцето ми се стеснило,6,демод,0.1639
100,Лилјана Дирјан,Наеднаш срцето ми се стеснило,7,кршеница,0.1639
100,Лилјана Дирјан,Наеднаш срцето ми се стеснило,8,плакар,0.1639
100,Лилјана Дирјан,Наеднаш срцето ми се стеснило,9,плочка,0.1639
100,Лилјана Дирјан,Наеднаш срцето ми се стеснило,10,преткомора,0.1639
101,Гане Тодоровски,Нашинска (III),1,оди,0.6517
101,Гане Тодоровски,Нашинска (III),2,нашински,0.2269
101,Гане Тодоровски,Нашинска (III),3,питу,0.1513
101,Гане Тодоровски,Нашинска (III),4,бандовец,0.0756
101,Гане Тодоровски,Нашинска (III),5,беаскул,0.0756
101,Гане Тодоровски,Нашинска (III),6,боллив,0.0756
101,Гане Тодоровски,Нашинска (III),7,брсјак,0.0756
101,Гане Тодоровски,Нашинска (III),8,вера,0.0756
101,Гане Тодоровски,Нашинска (III),9,вртен,0.0756
101,Гане Тодоровски,Нашинска (III),10,вторпат,0.0756
102,Ацо Шопов,Сам со својот пламен во градите,1,црвен,0.3403
102,Ацо Шопов,Сам со својот пламен во градите,2,пламен,0.3138
102,Ацо Шопов,Сам со својот пламен во градите,3,трендафил,0.2629
102,Ацо Шопов,Сам со својот пламен во градите,4,двор,0.2345
102,Ацо Шопов,Сам со својот пламен во градите,5,непознат,0.2249
102,Ацо Шопов,Сам со својот пламен во градите,6,блиски,0.1842
102,Ацо Шопов,Сам со својот пламен во градите,7,заробен,0.1809
102,Ацо Шопов,Сам со својот пламен во градите,8,пожар,0.1752
102,Ацо Шопов,Сам со својот пламен во градите,9,одаја,0.1663
102,Ацо Шопов,Сам со својот пламен во градите,10,пријател,0.1663
104,Матеја Матевски,Поле,1,таго,0.3244
104,Матеја Матевски,Поле,2,река,0.3147
104,Матеја Матевски,Поле,3,гушнува,0.1996
104,Матеја Матевски,Поле,4,замечтан,0.1996
104,Матеја Матевски,Поле,5,замрежен,0.1996
104,Матеја Матевски,Поле,6,мавне,0.1996
104,Матеја Матевски,Поле,7,неосетно,0.1996
104,Матеја Матевски,Поле,8,овчарче,0.1996
104,Матеја Матевски,Поле,9,стад,0.1996
104,Матеја Матевски,Поле,10,успиен,0.1996
105,Анте Поповски,Расфрлани се моите мисли,1,евангелие,0.3968
105,Анте Поповски,Расфрлани се моите мисли,2,расфрлан,0.3379
105,Анте Поповски,Расфрлани се моите мисли,3,лист,0.2888
105,Анте Поповски,Расфрлани се моите мисли,4,денес,0.2659
105,Анте Поповски,Расфрлани се моите мисли,5,мисла,0.204
105,Анте Поповски,Расфрлани се моите мисли,6,грачат,0.1984
105,Анте Поповски,Расфрлани се моите мисли,7,погледавме,0.1984
105,Анте Поповски,Расфрлани се моите мисли,8,смрачен,0.1984
105,Анте Поповски,Расфрлани се моите мисли,9,бесповратно,0.1875
105,Анте Поповски,Расфрлани се моите мисли,10,надлетува,0.1875
106,Лилјана Дирјан,Оваа ноќ,1,отише,0.28
106,Лилјана Дирјан,Оваа ноќ,2,зголемува,0.2631
106,Лилјана Дирјан,Оваа ноќ,3,перница,0.2631
106,Лилјана Дирјан,Оваа ноќ,4,ноќ,0.257
106,Лилјана Дирјан,Оваа ноќ,5,дочека,0.2511
106,Лилјана Дирјан,Оваа ноќ,6,напушти,0.2462
106,Лилјана Дирјан,Оваа ноќ,7,објаснува,0.2462
106,Лилјана Дирјан,Оваа ноќ,8,спаси,0.2462
106,Лилјана Дирјан,Оваа ноќ,9,очај,0.2418
106,Лилјана Дирјан,Оваа ноќ,10,дави,0.2308
107,Славко Јаневски,Ивец,1,тогаш,0.4074
107,Славко Јаневски,Ивец,2,стробјак,0.2838
107,Славко Јаневски,Ивец,3,црцорец,0.2838
107,Славко Јаневски,Ивец,4,вино,0.1741
107,Славко Јаневски,Ивец,5,нога,0.173
107,Славко Јаневски,Ивец,6,зајдисончево,0.1419
107,Славко Јаневски,Ивец,7,здробеник,0.1419
107,Славко Јаневски,Ивец,8,ивец,0.1419
107,Славко Јаневски,Ивец,9,играорец,0.1419
107,Славко Јаневски,Ивец,10,излока,0.1419
108,Јосип Коцев,Зандана,1,затвореник,0.3702
108,Јосип Коцев,Зандана,2,зандана,0.3432
108,Јосип Коцев,Зандана,3,казнет,0.3432
108,Јосип Коцев,Зандана,4,сличен,0.3336
108,Јосип Коцев,Зандана,5,решетка,0.3121
108,Јосип Коцев,Зандана,6,понекогаш,0.2887
108,Јосип Коцев,Зандана,7,препознава,0.2887
108,Јосип Коцев,Зандана,8,фаќа,0.2785
108,Јосип Коцев,Зандана,9,тело,0.1863
108,Јосип Коцев,Зандана,10,душа,0.1746
109,Игор Исаковски,"Дожд, денеска",1,денески,0.6098
109,Игор Исаковски,"Дожд, денеска",2,дожд,0.4779
109,Игор Исаковски,"Дожд, денеска",3,врне,0.3237
109,Игор Исаковски,"Дожд, денеска",4,добро,0.1263
109,Игор Исаковски,"Дожд, денеска",5,ситен,0.1263
109,Игор Исаковски,"Дожд, денеска",6,алчно,0.0974
109,Игор Исаковски,"Дожд, денеска",7,колежа,0.0974
109,Игор Исаковски,"Дожд, денеска",8,погребан,0.0974
109,Игор Исаковски,"Дожд, денеска",9,поп,0.0974
109,Игор Исаковски,"Дожд, денеска",10,роденден,0.0974
110,Блаже Конески,Спомен по многу години,1,мака,0.4234
110,Блаже Конески,Спомен по многу години,2,смачкан,0.3691
110,Блаже Конески,Спомен по многу години,3,рика,0.3234
110,Блаже Конески,Спомен по многу години,4,племе,0.3067
110,Блаже Конески,Спомен по многу години,5,роден,0.2294
110,Блаже Конески,Спомен по многу години,6,ист,0.203
110,Блаже Конески,Спомен по многу години,7,искус,0.1846
110,Блаже Конески,Спомен по многу години,8,неполен,0.1846
110,Блаже Конески,Спомен по многу години,9,подложен,0.1846
110,Блаже Конески,Спомен по многу години,10,сејач,0.1846
111,Ацо Шопов,Лист,1,жал,0.3488
111,Ацо Шопов,Лист,2,гранка,0.3154
111,Ацо Шопов,Лист,3,детено,0.2603
111,Ацо Шопов,Лист,4,несетено,0.2603
111,Ацо Шопов,Лист,5,лебдее,0.2359
111,Ацо Шопов,Лист,6,измени,0.2281
111,Ацо Шопов,Лист,7,откине,0.2281
111,Ацо Шопов,Лист,8,прелив,0.2281
111,Ацо Шопов,Лист,9,пружи,0.2216
111,Ацо Шопов,Лист,10,есента,0.2037
112,Кочо Рацин,Печал,1,срце,0.4659
112,Кочо Рацин,Печал,2,ден,0.3643
112,Кочо Рацин,Печал,3,широк,0.3115
112,Кочо Рацин,Печал,4,живот,0.1801
112,Кочо Рацин,Печал,5,аргата,0.1563
112,Кочо Рацин,Печал,6,длбина,0.1563
112,Кочо Рацин,Печал,7,длбоко,0.1563
112,Кочо Рацин,Печал,8,загрне,0.1563
112,Кочо Рацин,Печал,9,слнце,0.1563
112,Кочо Рацин,Печал,10,човечен,0.1563
113,Матеја Матевски,Прва ноќ,1,гудало,0.242
113,Матеја Матевски,Прва ноќ,2,зборлесто,0.242
113,Матеја Матевски,Прва ноќ,3,клик,0.242
113,Матеја Матевски,Прва ноќ,4,округли,0.242
113,Матеја Матевски,Прва ноќ,5,провирање,0.242
113,Матеја Матевски,Прва ноќ,6,слатки,0.242
113,Матеја Матевски,Прва ноќ,7,скокотка,0.2288
113,Матеја Матевски,Прва ноќ,8,порева,0.2194
113,Матеја Матевски,Прва ноќ,9,нерв,0.2121
113,Матеја Матевски,Прва ноќ,10,виолина,0.2011
114,Катица Ќулавкова,"Скршени, набожни",1,лишен,0.5671
114,Катица Ќулавкова,"Скршени, набожни",2,скршен,0.3132
114,Катица Ќулавкова,"Скршени, набожни",3,дребно,0.15
114,Катица Ќулавкова,"Скршени, набожни",4,крш,0.15
114,Катица Ќулавкова,"Скршени, набожни",5,кршшшшшшшшшш,0.15
114,Катица Ќулавкова,"Скршени, набожни",6,морал,0.15
114,Катица Ќулавкова,"Скршени, набожни",7,морање,0.15
114,Катица Ќулавкова,"Скршени, набожни",8,набожен,0.15
114,Катица Ќулавкова,"Скршени, набожни",9,псссссссстстстст,0.15
114,Катица Ќулавкова,"Скршени, набожни",10,трпење,0.15
115,Анте Поповски,Ќе ме најдеш,1,плоча,0.4815
115,Анте Поповски,Ќе ме најдеш,2,изум,0.3128
115,Анте Поповски,Ќе ме најдеш,3,осами,0.3128
115,Анте Поповски,Ќе ме најдеш,4,исчезнување,0.2957
115,Анте Поповски,Ќе ме најдеш,5,изуми,0.2741
115,Анте Поповски,Ќе ме најдеш,6,престори,0.2664
115,Анте Поповски,Ќе ме најдеш,7,заклучен,0.2599
115,Анте Поповски,Ќе ме најдеш,8,чита,0.2408
115,Анте Поповски,Ќе ме најдеш,9,заборави,0.2078
115,Анте Поповски,Ќе ме најдеш,10,сосема,0.2078
116,Игор Исаковски,Племе од двајца,1,племе,0.2448
116,Игор Исаковски,Племе од двајца,2,лови,0.2172
116,Игор Исаковски,Племе од двајца,3,тело,0.2103
116,Игор Исаковски,Племе од двајца,4,добро,0.1911
116,Игор Исаковски,Племе од двајца,5,долго,0.1707
116,Игор Исаковски,Племе од двајца,6,твој,0.1665
116,Игор Исаковски,Племе од двајца,7,полн,0.1537
116,Игор Исаковски,Племе од двајца,8,доживеан,0.1473
116,Игор Исаковски,Племе од двајца,9,инстинктивно,0.1473
116,Игор Исаковски,Племе од двајца,10,навлече,0.1473
117,Матеја Матевски,Езеро,1,езерово,0.3977
117,Матеја Матевски,Езеро,2,остави,0.3737
117,Матеја Матевски,Езеро,3,крај,0.2843
117,Матеја Матевски,Езеро,4,горчливово,0.2104
117,Матеја Матевски,Езеро,5,грабеж,0.1907
117,Матеја Матевски,Езеро,6,дијамант,0.1907
117,Матеја Матевски,Езеро,7,залутан,0.1907
117,Матеја Матевски,Езеро,8,длаби,0.1748
117,Матеја Матевски,Езеро,9,сонце,0.1732
117,Матеја Матевски,Езеро,10,скут,0.1676
118,Ацо Шопов,Гледач во пепелта,1,песно,0.3083
118,Ацо Шопов,Гледач во пепелта,2,изгасни,0.2751
118,Ацо Шопов,Гледач во пепелта,3,кама,0.2751
118,Ацо Шопов,Гледач во пепелта,4,откине,0.2411
118,Ацо Шопов,Гледач во пепелта,5,запали,0.2056
118,Ацо Шопов,Гледач во пепелта,6,пепел,0.1757
118,Ацо Шопов,Гледач во пепелта,7,оген,0.1698
118,Ацо Шопов,Гледач во пепелта,8,сам,0.1586
118,Ацо Шопов,Гледач во пепелта,9,гледачу,0.1376
118,Ацо Шопов,Гледач во пепелта,10,изгрејсонца,0.1376
120,Петре М. Андреевски,Сеќавање,1,рече,0.4195
120,Петре М. Андреевски,Сеќавање,2,сеќава,0.3592
120,Петре М. Андреевски,Сеќавање,3,мисли,0.2786
120,Петре М. Андреевски,Сеќавање,4,гледа,0.2431
120,Петре М. Андреевски,Сеќавање,5,убав,0.142
120,Петре М. Андреевски,Сеќавање,6,праша,0.1314
120,Петре М. Андреевски,Сеќавање,7,свој,0.1246
120,Петре М. Андреевски,Сеќавање,8,потоа,0.1218
120,Петре М. Андреевски,Сеќавање,9,дојде,0.1078
120,Петре М. Андреевски,Сеќавање,10,работи,0.1049
121,Матеја Матевски,На пат,1,копнеж,0.3439
121,Матеја Матевски,На пат,2,пат,0.3313
121,Матеја Матевски,На пат,3,зачаден,0.2471
121,Матеја Матевски,На пат,4,исполнетост,0.2471
121,Матеја Матевски,На пат,5,истроши,0.2471
121,Матеја Матевски,На пат,6,прегорен,0.2471
121,Матеја Матевски,На пат,7,затнат,0.2335
121,Матеја Матевски,На пат,8,залутан,0.2239
121,Матеја Матевски,На пат,9,ништо,0.2239
121,Матеја Матевски,На пат,10,чаде,0.2239
122,Гане Тодоровски,Ноќ без интерпункција,1,повторно,0.2714
122,Гане Тодоровски,Ноќ без интерпункција,2,сила,0.2509
122,Гане Тодоровски,Ноќ без интерпункција,3,бродиме,0.2198
122,Гане Тодоровски,Ноќ без интерпункција,4,патувач,0.2198
122,Гане Тодоровски,Ноќ без интерпункција,5,поникнат,0.2198
122,Гане Тодоровски,Ноќ без интерпункција,6,запирка,0.2078
122,Гане Тодоровски,Ноќ без интерпункција,7,зоро,0.2078
122,Гане Тодоровски,Ноќ без интерпункција,8,натежнат,0.2078
122,Гане Тодоровски,Ноќ без интерпункција,9,кајче,0.1992
122,Гане Тодоровски,Ноќ без интерпункција,10,разголен,0.1992
123,Јосип Коцев,Април ко да не бил,1,април,0.5289
123,Јосип Коцев,Април ко да не бил,2,оди,0.2958
123,Јосип Коцев,Април ко да не бил,3,исповедалник,0.1459
123,Јосип Коцев,Април ко да не бил,4,легија,0.1459
123,Јосип Коцев,Април ко да не бил,5,невдишани,0.1459
123,Јосип Коцев,Април ко да не бил,6,недоносен,0.1459
123,Јосип Коцев,Април ко да не бил,7,собирач,0.1459
123,Јосип Коцев,Април ко да не бил,8,училник,0.1459
123,Јосип Коцев,Април ко да не бил,9,цел,0.145
123,Јосип Коцев,Април ко да не бил,10,квечерина,0.1379
124,Кочо Рацин,До еден работник,1,ваш,0.3158
124,Кочо Рацин,До еден работник,2,мака,0.2457
124,Кочо Рацин,До еден работник,3,живее,0.2279
124,Кочо Рацин,До еден работник,4,праи,0.2142
124,Кочо Рацин,До еден работник,5,праиш,0.2142
124,Кочо Рацин,До еден работник,6,сроне,0.2142
124,Кочо Рацин,До еден работник,7,братски,0.1942
124,Кочо Рацин,До еден работник,8,палат,0.1877
124,Кочо Рацин,До еден работник,9,сичко,0.1877
124,Кочо Рацин,До еден работник,10,труди,0.1877
125,Ацо Шопов,Тажачка од онаа страна на животот,1,земјо,0.422
125,Ацо Шопов,Тажачка од онаа страна на животот,2,страна,0.3633
125,Ацо Шопов,Тажачка од онаа страна на животот,3,црнина,0.3313
125,Ацо Шопов,Тажачка од онаа страна на животот,4,искачи,0.2335
125,Ацо Шопов,Тажачка од онаа страна на животот,5,врв,0.2189
125,Ацо Шопов,Тажачка од онаа страна на животот,6,бол,0.2048
125,Ацо Шопов,Тажачка од онаа страна на животот,7,прегрнине,0.1828
125,Ацо Шопов,Тажачка од онаа страна на животот,8,празнина,0.1764
125,Ацо Шопов,Тажачка од онаа страна на животот,9,човек,0.1606
125,Ацо Шопов,Тажачка од онаа страна на животот,10,врати,0.139
126,Влада Урошевиќ,Паника,1,соба,0.1983
126,Влада Урошевиќ,Паника,2,авионски,0.1616
126,Влада Урошевиќ,Паника,3,агент,0.1616
126,Влада Урошевиќ,Паника,4,адреса,0.1616
126,Влада Урошевиќ,Паника,5,безуспешно,0.1616
126,Влада Урошевиќ,Паника,6,недоверчив,0.1616
126,Влада Урошевиќ,Паника,7,опколува,0.1616
126,Влада Урошевиќ,Паника,8,откажан,0.1616
126,Влада Урошевиќ,Паника,9,панталони,0.1616
126,Влада Урошевиќ,Паника,10,стеснува,0.1616
127,Игор Исаковски,Залегнат врз стихови,1,стих,0.5673
127,Игор Исаковски,Залегнат врз стихови,2,пика,0.2947
127,Игор Исаковски,Залегнат врз стихови,3,златен,0.2769
127,Игор Исаковски,Залегнат врз стихови,4,насекаде,0.2216
127,Игор Исаковски,Залегнат врз стихови,5,нежен,0.2038
127,Игор Исаковски,Залегнат врз стихови,6,рибник,0.1559
127,Игор Исаковски,Залегнат врз стихови,7,чеша,0.1473
127,Игор Исаковски,Залегнат врз стихови,8,лижи,0.1413
127,Игор Исаковски,Залегнат врз стихови,9,лебде,0.1366
127,Игор Исаковски,Залегнат врз стихови,10,прашина,0.1328
128,Петре М. Андреевски,Проштенски поклади,1,проштава,0.7836
128,Петре М. Андреевски,Проштенски поклади,2,денеска,0.2394
128,Петре М. Андреевски,Проштенски поклади,3,негов,0.1498
128,Петре М. Андреевски,Проштенски поклади,4,кажување,0.1441
128,Петре М. Андреевски,Проштенски поклади,5,прорече,0.1441
128,Петре М. Андреевски,Проштенски поклади,6,наречница,0.1362
128,Петре М. Андреевски,Проштенски поклади,7,опачина,0.1362
128,Петре М. Андреевски,Проштенски поклади,8,нарече,0.1306
128,Петре М. Андреевски,Проштенски поклади,9,ноќ,0.1199
128,Петре М. Андреевски,Проштенски поклади,10,почине,0.1197
129,Анте Поповски,Не смеам да заспијам – ќе ми исчезне од сонот,1,нејзин,0.4041
129,Анте Поповски,Не смеам да заспијам – ќе ми исчезне од сонот,2,ноќева,0.3784
129,Анте Поповски,Не смеам да заспијам – ќе ми исчезне од сонот,3,колено,0.2789
129,Анте Поповски,Не смеам да заспијам – ќе ми исчезне од сонот,4,герданче,0.1892
129,Анте Поповски,Не смеам да заспијам – ќе ми исчезне од сонот,5,потаинствен,0.1892
129,Анте Поповски,Не смеам да заспијам – ќе ми исчезне од сонот,6,љубопис,0.1892
129,Анте Поповски,Не смеам да заспијам – ќе ми исчезне од сонот,7,запале,0.1788
129,Анте Поповски,Не смеам да заспијам – ќе ми исчезне од сонот,8,ковач,0.1715
129,Анте Поповски,Не смеам да заспијам – ќе ми исчезне од сонот,9,пега,0.1715
129,Анте Поповски,Не смеам да заспијам – ќе ми исчезне од сонот,10,потих,0.1715
130,Матеја Матевски,Авантура,1,далеку,0.286
130,Матеја Матевски,Авантура,2,еден,0.191
130,Матеја Матевски,Авантура,3,толку,0.1761
130,Матеја Матевски,Авантура,4,земја,0.1407
130,Матеја Матевски,Авантура,5,река,0.1379
130,Матеја Матевски,Авантура,6,малечок,0.1369
130,Матеја Матевски,Авантура,7,враќи,0.1326
130,Матеја Матевски,Авантура,8,поле,0.1325
130,Матеја Матевски,Авантура,9,стар,0.1295
130,Матеја Матевски,Авантура,10,патување,0.1289
131,Блаже Конески,Немир,1,кошмарен,0.3505
131,Блаже Конески,Немир,2,нездраво,0.3505
131,Блаже Конески,Немир,3,главен,0.3177
131,Блаже Конески,Немир,4,сплет,0.3071
131,Блаже Конески,Немир,5,тишти,0.3071
131,Блаже Конески,Немир,6,мрзне,0.2849
131,Блаже Конески,Немир,7,старост,0.2793
131,Блаже Конески,Немир,8,личи,0.2698
131,Блаже Конески,Немир,9,причина,0.2492
131,Блаже Конески,Немир,10,болест,0.2415
132,Игор Исаковски,Ајде,1,тежок,0.2332
132,Игор Исаковски,Ајде,2,плови,0.2276
132,Игор Исаковски,Ајде,3,треба,0.2203
132,Игор Исаковски,Ајде,4,смее,0.1965
132,Игор Исаковски,Ајде,5,оган,0.1732
132,Игор Исаковски,Ајде,6,прст,0.1671
132,Игор Исаковски,Ајде,7,здив,0.1537
132,Игор Исаковски,Ајде,8,измолкнува,0.1479
132,Игор Исаковски,Ајде,9,крволочен,0.1479
132,Игор Исаковски,Ајде,10,смеса,0.1479
133,Лилјана Дирјан,Рабови,1,фустан,0.3413
133,Лилјана Дирјан,Рабови,2,конец,0.3352
133,Лилјана Дирјан,Рабови,3,огледало,0.2896
133,Лилјана Дирјан,Рабови,4,испара,0.2142
133,Лилјана Дирјан,Рабови,5,кадифен,0.2142
133,Лилјана Дирјан,Рабови,6,облече,0.2142
133,Лилјана Дирјан,Рабови,7,ослепен,0.2024
133,Лилјана Дирјан,Рабови,8,постава,0.2024
133,Лилјана Дирјан,Рабови,9,наведне,0.1941
133,Лилјана Дирјан,Рабови,10,пресече,0.1941
134,Јосип Коцев,"Сѐ што ќе создадам, отсега ќе чекори кон тебе",1,атом,0.3446
