author,song_title,word,lemma,pos,xpos,feats
Петре М. Андреевски,Наопачно оро,игра,игра,NOUN,Ncfsnn,Case=Nom|Definite=Ind|Gender=Fem|Number=Sing
Петре М. Андреевски,Наопачно оро,таму,таму,ADV,Rgp,Degree=Pos|PronType=Dem
Петре М. Андреевски,Наопачно оро,така,така,ADV,Rgp,Degree=Pos|PronType=Dem
Петре М. Андреевски,Наопачно оро,глуво,глув,ADJ,Afpns-n,Definite=Ind|Degree=Pos|Gender=Neut|Number=Sing
Петре М. Андреевски,Наопачно оро,време,време,NOUN,Ncnsnn,Case=Nom|Definite=Ind|Gender=Neut|Number=Sing
Петре М. Андреевски,Наопачно оро,глува,глува,ADJ,Afpfs-n,Definite=Ind|Degree=Pos|Gender=Fem|Number=Sing
Петре М. Андреевски,Наопачно оро,свирка,свирка,NOUN,Ncfsnn,Case=Nom|Definite=Ind|Gender=Fem|Number=Sing
Петре М. Андреевски,Наопачно оро,води,води,VERB,Vmpip3s-n,Aspect=Prog|Mood=Ind|Number=Sing|Person=3|Polarity=Pos|Tense=Pres
Петре М. Андреевски,Наопачно оро,оро,оро,NOUN,Ncnsnn,Case=Nom|Definite=Ind|Gender=Neut|Number=Sing
Петре М. Андреевски,Наопачно оро,лева,лев,ADJ,Afpfs-n,Definite=Ind|Degree=Pos|Gender=Fem|Number=Sing
Петре М. Андреевски,Наопачно оро,нога,нога,NOUN,Ncfsnn,Case=Nom|Definite=Ind|Gender=Fem|Number=Sing
Петре М. Андреевски,Наопачно оро,слепа,слеп,ADJ,Afpfs-n,Definite=Ind|Degree=Pos|Gender=Fem|Number=Sing
Петре М. Андреевски,Наопачно оро,страна,страна,NOUN,Ncfsnn,Case=Nom|Definite=Ind|Gender=Fem|Number=Sing
Петре М. Андреевски,Наопачно оро,таму,таму,ADV,Rgp,Degree=Pos|PronType=Dem
Петре М. Андреевски,Наопачно оро,таму,таму,ADV,Rgp,Degree=Pos|PronType=Dem
Петре М. Андреевски,Наопачно оро,негде,негде,NOUN,Ncmsnn,Case=Nom|Definite=Ind|Gender=Masc|Number=Sing
Петре М. Андреевски,Наопачно оро,таму,таму,ADV,Rgp,Degree=Pos|PronType=Dem
Кочо Рацин,Балада за непознатиот,натаму,натаму,ADV,Rgp,Degree=Pos
Кочо Рацин,Балада за непознатиот,поле,поле,NOUN,Ncnsnn,Case=Nom|Definite=Ind|Gender=Neut|Number=Sing
Кочо Рацин,Балада за непознатиот,битолско,битолски,ADJ,Ag-ns-n,Definite=Ind|Gender=Neut|Number=Sing
Кочо Рацин,Балада за непознатиот,чемрее,чемри,VERB,Vmpii-s-n,Aspect=Prog|Mood=Ind|Number=Sing|Polarity=Pos|Tense=Imp
Кочо Рацин,Балада за непознатиот,врба,врба,NOUN,Ncfsnn,Case=Nom|Definite=Ind|Gender=Fem|Number=Sing
Кочо Рацин,Балада за непознатиот,проклета,проклет,ADJ,Afpfs-y,Definite=Def|Degree=Pos|Gender=Fem|Number=Sing
Кочо Рацин,Балада за непознатиот,врбата,врба,NOUN,Ncfsny,Case=Nom|Definite=Def|Gender=Fem|Number=Sing
Кочо Рацин,Балада за непознатиот,незнаен,незнаен,ADJ,Afpms-n,Definite=Ind|Degree=Pos|Gender=Masc|Number=Sing
Кочо Рацин,Балада за непознатиот,гроб,гроб,NOUN,Ncmsnn,Case=Nom|Definite=Ind|Gender=Masc|Number=Sing
Кочо Рацин,Балада за непознатиот,гроб,гроб,NOUN,Ncmsnn,Case=Nom|Definite=Ind|Gender=Masc|Number=Sing
Кочо Рацин,Балада за непознатиот,лежи,лежи,VERB,Vmpip3s-n,Aspect=Prog|Mood=Ind|Number=Sing|Person=3|Polarity=Pos|Tense=Pres
Кочо Рацин,Балада за непознатиот,војник,војник,NOUN,Ncmsnn,Case=Nom|Definite=Ind|Gender=Masc|Number=Sing
Кочо Рацин,Балада за непознатиот,непознат,непознат,ADJ,Afpms-n,Definite=Ind|Degree=Pos|Gender=Masc|Number=Sing
Кочо Рацин,Балада за непознатиот,лежи,лежи,VERB,Vmpip3s-n,Aspect=Prog|Mood=Ind|Number=Sing|Person=3|Polarity=Pos|Tense=Pres
Кочо Рацин,Балада за непознатиот,војна,војна,NOUN,Ncfsnn,Case=Nom|Definite=Ind|Gender=Fem|Number=Sing
Кочо Рацин,Балада за непознатиот,световна,световен,ADJ,Afpfs-n,Definite=Ind|Degree=Pos|Gender=Fem|Number=Sing
Кочо Рацин,Балада за непознатиот,лежи,лежи,VERB,Vmpip3s-n,Aspect=Prog|Mood=Ind|Number=Sing|Person=3|Polarity=Pos|Tense=Pres
Кочо Рацин,Балада за непознатиот,веќе,веќе,ADV,Rgp,Degree=Pos
Кочо Рацин,Балада за непознатиот,земјосал,земјосал,NOUN,Ncmsnn,Case=Nom|Definite=Ind|Gender=Masc|Number=Sing
Кочо Рацин,Балада за непознатиот,силно,силно,ADV,Rgp,Degree=Pos
Кочо Рацин,Балада за непознатиот,тага,тага,NOUN,Ncfsnn,Case=Nom|Definite=Ind|Gender=Fem|Number=Sing
Кочо Рацин,Балада за непознатиот,изела,изеле,VERB,Vmeic-sfn,Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Polarity=Pos
Кочо Рацин,Балада за непознатиот,задека,задека,VERB,Vmeia-s-n,Aspect=Perf|Mood=Ind|Number=Sing|Polarity=Pos|Tense=Past
Кочо Рацин,Балада за непознатиот,тука,тука,ADV,Rgp,Degree=Pos|PronType=Dem
Кочо Рацин,Балада за непознатиот,загинал,загине,VERB,Vmeic-smn,Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Polarity=Pos
Кочо Рацин,Балада за непознатиот,крај,крај,NOUN,Ncmsnn,Case=Nom|Definite=Ind|Gender=Masc|Number=Sing
Кочо Рацин,Балада за непознатиот,вишното,вишен,ADJ,Ag-ns-y,Definite=Def|Gender=Neut|Number=Sing
Кочо Рацин,Балада за непознатиот,небе,небе,NOUN,Ncnsnn,Case=Nom|Definite=Ind|Gender=Neut|Number=Sing
Кочо Рацин,Балада за непознатиот,земјата,земја,NOUN,Ncfsny,Case=Nom|Definite=Def|Gender=Fem|Number=Sing
Кочо Рацин,Балада за непознатиот,скришна,скришен,ADJ,Afpfs-n,Definite=Ind|Degree=Pos|Gender=Fem|Number=Sing
Кочо Рацин,Балада за непознатиот,гробот,гроб,NOUN,Ncmsny,Case=Nom|Definite=Def|Gender=Masc|Number=Sing
Кочо Рацин,Балада за непознатиот,врба,врба,NOUN,Ncfsnn,Case=Nom|Definite=Ind|Gender=Fem|Number=Sing
Кочо Рацин,Балада за непознатиот,стушена,стушене,VERB,Vmeia-s-n,Aspect=Perf|Mood=Ind|Number=Sing|Polarity=Pos|Tense=Past
Кочо Рацин,Балада за непознатиот,таде,таде,PROPN,Npmsnn,Case=Nom|Definite=Ind|Gender=Masc|Number=Sing
Кочо Рацин,Балада за непознатиот,гори,гори,NOUN,Ncfpnn,Case=Nom|Definite=Ind|Gender=Fem|Number=Plur
Кочо Рацин,Балада за непознатиот,зелени,зелен,ADJ,Afp-p-n,Definite=Ind|Degree=Pos|Number=Plur
Кочо Рацин,Балада за непознатиот,сума,сума,NOUN,Ncfsnn,Case=Nom|Definite=Ind|Gender=Fem|Number=Sing
Кочо Рацин,Балада за непознатиот,гробишта,гробиште,NOUN,Ncnpnn,Case=Nom|Definite=Ind|Gender=Neut|Number=Plur
Кочо Рацин,Балада за непознатиот,лежеа,лежи,VERB,Vmpii3p-n,Aspect=Prog|Mood=Ind|Number=Plur|Person=3|Polarity=Pos|Tense=Imp
Кочо Рацин,Балада за непознатиот,делии,делија,NOUN,Ncfpnn,Case=Nom|Definite=Ind|Gender=Fem|Number=Plur
Кочо Рацин,Балада за непознатиот,одбор,одбор,NOUN,Ncmsnn,Case=Nom|Definite=Ind|Gender=Masc|Number=Sing
Кочо Рацин,Балада за непознатиот,јунаци,јунак,NOUN,Ncmpnn,Case=Nom|Definite=Ind|Gender=Masc|Number=Plur
Кочо Рацин,Балада за непознатиот,татковина,татковина,NOUN,Ncfsnn,Case=Nom|Definite=Ind|Gender=Fem|Number=Sing
Кочо Рацин,Балада за непознатиот,паднати,паднат,ADJ,Ap--p-n,Definite=Ind|Number=Plur|VerbForm=Part
Кочо Рацин,Балада за непознатиот,полноќ,полноќ,NOUN,Ncfsnn,Case=Nom|Definite=Ind|Gender=Fem|Number=Sing
Кочо Рацин,Балада за непознатиот,дрвјата,дрвје,NOUN,Ncnpny,Case=Nom|Definite=Def|Gender=Neut|Number=Plur
Кочо Рацин,Балада за непознатиот,жалба,жалба,NOUN,Ncfsnn,Case=Nom|Definite=Ind|Gender=Fem|Number=Sing
Кочо Рацин,Балада за непознатиот,силна,силен,ADJ,Afpfs-n,Definite=Ind|Degree=Pos|Gender=Fem|Number=Sing
Кочо Рацин,Балада за непознатиот,свиваа,свива,VERB,Vmpii3p-n,Aspect=Prog|Mood=Ind|Number=Plur|Person=3|Polarity=Pos|Tense=Imp
Кочо Рацин,Балада за непознатиот,горските,горски,ADJ,Afp-p-y,Definite=Def|Degree=Pos|Number=Plur
Кочо Рацин,Балада за непознатиот,бистри,бистар,ADJ,Afp-p-n,Definite=Ind|Degree=Pos|Number=Plur
Кочо Рацин,Балада за непознатиот,езерца,езерце,NOUN,Ncnpnn,Case=Nom|Definite=Ind|Gender=Neut|Number=Plur
Кочо Рацин,Балада за непознатиот,силна,силен,ADJ,Afpfs-n,Definite=Ind|Degree=Pos|Gender=Fem|Number=Sing
Кочо Рацин,Балада за непознатиот,светлина,светлина,NOUN,Ncfsnn,Case=Nom|Definite=Ind|Gender=Fem|Number=Sing
Кочо Рацин,Балада за непознатиот,светеа,свети,VERB,Vmpii3p-n,Aspect=Prog|Mood=Ind|Number=Plur|Person=3|Polarity=Pos|Tense=Imp
Кочо Рацин,Балада за непознатиот,самовилите,самовил,NOUN,Ncmpny,Case=Nom|Definite=Def|Gender=Masc|Number=Plur
Кочо Рацин,Балада за непознатиот,една,еден,ADJ,Ag-fs-n,Definite=Ind|Gender=Fem|Number=Sing
Кочо Рацин,Балада за непознатиот,една,еден,ADJ,Ag-fs-n,Definite=Ind|Gender=Fem|Number=Sing
Кочо Рацин,Балада за непознатиот,идеа,идеа,NOUN,Ncfsnn,Case=Nom|Definite=Ind|Gender=Fem|Number=Sing
Кочо Рацин,Балада за непознатиот,гроб,гроб,NOUN,Ncmsnn,Case=Nom|Definite=Ind|Gender=Masc|Number=Sing
Кочо Рацин,Балада за непознатиот,гроб,гроб,NOUN,Ncmsnn,Case=Nom|Definite=Ind|Gender=Masc|Number=Sing
Кочо Рацин,Балада за непознатиот,дигаа,дига,VERB,Vmpii3p-n,Aspect=Prog|Mood=Ind|Number=Plur|Person=3|Polarity=Pos|Tense=Imp
Кочо Рацин,Балада за непознатиот,јунак,јунак,NOUN,Ncmsnn,Case=Nom|Definite=Ind|Gender=Masc|Number=Sing
Кочо Рацин,Балада за непознатиот,јунак,јунак,NOUN,Ncmsnn,Case=Nom|Definite=Ind|Gender=Masc|Number=Sing
Кочо Рацин,Балада за непознатиот,оро,оро,NOUN,Ncnsnn,Case=Nom|Definite=Ind|Gender=Neut|Number=Sing
Кочо Рацин,Балада за непознатиот,минеа,мини,VERB,Vmpii3p-n,Aspect=Prog|Mood=Ind|Number=Plur|Person=3|Polarity=Pos|Tense=Imp
Кочо Рацин,Балада за непознатиот,врбата,врба,NOUN,Ncfsny,Case=Nom|Definite=Def|Gender=Fem|Number=Sing
Кочо Рацин,Балада за непознатиот,стушена,стушен,ADJ,Afpfs-n,Definite=Ind|Gender=Fem|Number=Sing
Кочо Рацин,Балада за непознатиот,делии,делија,NOUN,Ncfpnn,Case=Nom|Definite=Ind|Gender=Fem|Number=Plur
Кочо Рацин,Балада за непознатиот,запираа,запира,VERB,Vmpii3p-n,Aspect=Prog|Mood=Ind|Number=Plur|Person=3|Polarity=Pos|Tense=Imp
Кочо Рацин,Балада за непознатиот,незнаен,незнаен,ADJ,Afpms-n,Definite=Ind|Degree=Pos|Gender=Masc|Number=Sing
Кочо Рацин,Балада за непознатиот,брат,брат,NOUN,Ncmsnn,Case=Nom|Definite=Ind|Gender=Masc|Number=Sing
Кочо Рацин,Балада за непознатиот,викаа,вика,VERB,Vmpii3p-n,Aspect=Prog|Mood=Ind|Number=Plur|Person=3|Polarity=Pos|Tense=Imp
Кочо Рацин,Балада за непознатиот,стани,стане,VERB,Vmemp2s-n,Aspect=Perf|Mood=Ind|Number=Sing|Person=2|Polarity=Pos|Tense=Pres
Кочо Рацин,Балада за непознатиот,море,море,NOUN,Ncnsnn,Case=Nom|Definite=Ind|Gender=Neut|Number=Sing
Кочо Рацин,Балада за непознатиот,јабанец,јабанец,PROPN,I,
Кочо Рацин,Балада за непознатиот,оро,оро,NOUN,Ncnsnn,Case=Nom|Definite=Ind|Gender=Neut|Number=Sing
Кочо Рацин,Балада за непознатиот,самовили,самовил,NOUN,Ncmpnn,Case=Nom|Definite=Ind|Gender=Masc|Number=Plur
Кочо Рацин,Балада за непознатиот,зора,зора,PROPN,Npfsnn,Case=Nom|Definite=Ind|Gender=Fem|Number=Sing
Кочо Рацин,Балада за непознатиот,зори,зори,VERB,Vmpip3s-n,Aspect=Prog|Mood=Ind|Number=Sing|Person=3|Polarity=Pos|Tense=Pres
Кочо Рацин,Балада за непознатиот,петлите,петлин,NOUN,Ncmpny,Case=Nom|Definite=Def|Gender=Masc|Number=Plur
Кочо Рацин,Балада за непознатиот,скоро,скоро,ADV,Rgp,Degree=Pos
Кочо Рацин,Балада за непознатиот,село,село,NOUN,Ncnsnn,Case=Nom|Definite=Ind|Gender=Neut|Number=Sing
Кочо Рацин,Балада за непознатиот,пропеат,пропее,VERB,Vmeip3p-n,Aspect=Perf|Mood=Ind|Number=Plur|Person=3|Polarity=Pos|Tense=Pres
Кочо Рацин,Балада за непознатиот,гробот,гроб,NOUN,Ncmsny,Case=Nom|Definite=Def|Gender=Masc|Number=Sing
Кочо Рацин,Балада за непознатиот,тепкаше,тепка,VERB,Vmpii-s-n,Aspect=Prog|Mood=Ind|Number=Sing|Polarity=Pos|Tense=Imp
Кочо Рацин,Балада за непознатиот,дума,дума,PROPN,Npfsnn,Case=Nom|Definite=Ind|Gender=Fem|Number=Sing
Кочо Рацин,Балада за непознатиот,дума,дума,PROPN,Npfsnn,Case=Nom|Definite=Ind|Gender=Fem|Number=Sing
Кочо Рацин,Балада за непознатиот,чемерна,чемерен,ADJ,Ag-fs-n,Definite=Ind|Gender=Fem|Number=Sing
Кочо Рацин,Балада за непознатиот,минете,мине,VERB,Vmemp2p-n,Aspect=Perf|Mood=Ind|Number=Plur|Person=2|Polarity=Pos|Tense=Pres
Кочо Рацин,Балада за непознатиот,браќа,брат,NOUN,Ncmpnn,Case=Nom|Definite=Ind|Gender=Masc|Number=Plur
Кочо Рацин,Балада за непознатиот,врвете,врв,NOUN,Ncmpnn,Case=Nom|Definite=Ind|Gender=Masc|Number=Plur
Кочо Рацин,Балада за непознатиот,лика,лика,NOUN,Ncmsnn,Case=Nom|Definite=Ind|Gender=Masc|Number=Sing
Кочо Рацин,Балада за непознатиот,прилика,прилика,NOUN,Ncfsnn,Case=Nom|Definite=Ind|Gender=Fem|Number=Sing
Кочо Рацин,Балада за непознатиот,умрел,умре,VERB,Vmeic-smn,Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Polarity=Pos
Кочо Рацин,Балада за непознатиот,татковина,татковина,NOUN,Ncfsnn,Case=Nom|Definite=Ind|Gender=Fem|Number=Sing
Кочо Рацин,Балада за непознатиот,човечки,човечки,ADJ,Afp-p-n,Definite=Ind|Degree=Pos|Number=Plur
Кочо Рацин,Балада за непознатиот,правдини,правдина,NOUN,Ncfpnn,Case=Nom|Definite=Ind|Gender=Fem|Number=Plur
Кочо Рацин,Балада за непознатиот,братко,братко,NOUN,Ncmsvn,Case=Voc|Definite=Ind|Gender=Masc|Number=Sing
Кочо Рацин,Балада за непознатиот,гинел,гинесе,VERB,Vmpic-smn,Aspect=Prog|Gender=Masc|Mood=Ind|Number=Sing|Polarity=Pos
Кочо Рацин,Балада за непознатиот,векот,век,NOUN,Ncmsny,Case=Nom|Definite=Def|Gender=Masc|Number=Sing
Кочо Рацин,Балада за непознатиот,живеел,живее,VERB,Vmpic-smn,Aspect=Prog|Gender=Masc|Mood=Ind|Number=Sing|Polarity=Pos
Кочо Рацин,Балада за непознатиот,песна,песна,NOUN,Ncfsnn,Case=Nom|Definite=Ind|Gender=Fem|Number=Sing
Кочо Рацин,Балада за непознатиот,пеете,пее,VERB,Vmpmp2p-n,Aspect=Prog|Mood=Ind|Number=Plur|Person=2|Polarity=Pos|Tense=Pres
Кочо Рацин,Балада за непознатиот,с,сум,VERB,Vmeia-s-n,Aspect=Prog|Mood=Ind|Number=Sing|Polarity=Pos|Tense=Pres
Кочо Рацин,Балада за непознатиот,песна,песна,NOUN,Ncfsnn,Case=Nom|Definite=Ind|Gender=Fem|Number=Sing
Кочо Рацин,Балада за непознатиот,жалите,жали,VERB,Vmpip2p-n,Aspect=Prog|Mood=Ind|Number=Plur|Person=2|Polarity=Pos|Tense=Pres
Кочо Рацин,Балада за непознатиот,така,така,ADV,Rgp,Degree=Pos|PronType=Dem
Кочо Рацин,Балада за непознатиот,раѓате,раѓа,VERB,Vmpip2p-n,Aspect=Prog|Mood=Ind|Number=Plur|Person=2|Polarity=Pos|Tense=Pres
Кочо Рацин,Балада за непознатиот,така,така,ADV,Rgp,Degree=Pos|PronType=Dem
Кочо Рацин,Балада за непознатиот,умирате,умира,VERB,Vmpip2p-n,Aspect=Prog|Mood=Ind|Number=Plur|Person=2|Polarity=Pos|Tense=Pres
Кочо Рацин,Балада за непознатиот,тука,тука,ADV,Rgp,Degree=Pos|PronType=Dem
Кочо Рацин,Балада за непознатиот,зошто,зошто,ADV,Rgp,"Degree=Pos|PronType=Int,Rel"
Кочо Рацин,Балада за непознатиот,паднав,падне,VERB,Vmeia1s-n,Aspect=Perf|Mood=Ind|Number=Sing|Person=1|Polarity=Pos|Tense=Past
Кочо Рацин,Балада за непознатиот,зошто,зошто,ADV,Rgp,"Degree=Pos|PronType=Int,Rel"
Кочо Рацин,Балада за непознатиот,куршум,куршум,NOUN,Ncmsnn,Case=Nom|Definite=Ind|Gender=Masc|Number=Sing
Кочо Рацин,Балада за непознатиот,прониза,прониза,NOUN,Ncmsnn,Case=Nom|Definite=Ind|Gender=Masc|Number=Sing
Кочо Рацин,Балада за непознатиот,зошто,зошто,ADV,Rgp,"Degree=Pos|PronType=Int,Rel"
Кочо Рацин,Балада за непознатиот,земја,земја,NOUN,Ncfsnn,Case=Nom|Definite=Ind|Gender=Fem|Number=Sing
Кочо Рацин,Балада за непознатиот,притисна,притисне,VERB,Vmeia-s-n,Aspect=Perf|Mood=Ind|Number=Sing|Polarity=Pos|Tense=Past
Кочо Рацин,Балада за непознатиот,лудо,лудо,ADV,Rgp,Degree=Pos
Кочо Рацин,Балада за непознатиот,загинав,загине,VERB,Vmeia1s-n,Aspect=Perf|Mood=Ind|Number=Sing|Person=1|Polarity=Pos|Tense=Past
Кочо Рацин,Балада за непознатиот,кажете,каже,VERB,Vmeip2p-n,Aspect=Perf|Mood=Ind|Number=Plur|Person=2|Polarity=Pos|Tense=Pres
Кочо Рацин,Балада за непознатиот,браќа,брат,NOUN,Ncmpnn,Case=Nom|Definite=Ind|Gender=Masc|Number=Plur
Кочо Рацин,Балада за непознатиот,кажете,каже,VERB,Vmeip2p-n,Aspect=Perf|Mood=Ind|Number=Plur|Person=2|Polarity=Pos|Tense=Pres
Кочо Рацин,Балада за непознатиот,кажете,каже,VERB,Vmeip2p-n,Aspect=Perf|Mood=Ind|Number=Plur|Person=2|Polarity=Pos|Tense=Pres
Кочо Рацин,Балада за непознатиот,поминете,помине,VERB,Vmeip2p-n,Aspect=Perf|Mood=Ind|Number=Plur|Person=2|Polarity=Pos|Tense=Pres
Кочо Рацин,Балада за непознатиот,дига,дига,VERB,Vmpip3s-n,Aspect=Prog|Mood=Ind|Number=Sing|Person=3|Polarity=Pos|Tense=Pres
Кочо Рацин,Балада за непознатиот,мојата,мој,ADJ,As-fs-y,Definite=Def|Gender=Fem|Number=Sing|Poss=Yes
Кочо Рацин,Балада за непознатиот,смрт,смрт,NOUN,Ncfsnn,Case=Nom|Definite=Ind|Gender=Fem|Number=Sing
Кочо Рацин,Балада за непознатиот,делии,делија,ADJ,Afp-p-n,Definite=Ind|Degree=Pos|Number=Plur
Кочо Рацин,Балада за непознатиот,глави,глава,NOUN,Ncfpnn,Case=Nom|Definite=Ind|Gender=Fem|Number=Plur
Кочо Рацин,Балада за непознатиот,веднеа,ведне,VERB,Vmeia3p-n,Aspect=Perf|Mood=Ind|Number=Plur|Person=3|Polarity=Pos|Tense=Past
Кочо Рацин,Балада за непознатиот,немеа,неми,VERB,Vmpii3p-n,Aspect=Prog|Mood=Ind|Number=Plur|Person=3|Polarity=Pos|Tense=Imp
Кочо Рацин,Балада за непознатиот,самовилите,самовил,NOUN,Ncmpny,Case=Nom|Definite=Def|Gender=Masc|Number=Plur
Кочо Рацин,Балада за непознатиот,тешко,тешко,ADV,Rgp,Degree=Pos
Кочо Рацин,Балада за непознатиот,тија,тие,NOUN,Ncmtnn,Case=Nom|Definite=Ind|Gender=Masc|Number=Plur
Кочо Рацин,Балада за непознатиот,горко,горко,ADV,Rgp,Degree=Pos
Кочо Рацин,Балада за непознатиот,гинат,гине,VERB,Vmpip3p-n,Aspect=Prog|Mood=Ind|Number=Plur|Person=3|Polarity=Pos|Tense=Pres
Кочо Рацин,Балада за непознатиот,војна,војна,NOUN,Ncfsnn,Case=Nom|Definite=Ind|Gender=Fem|Number=Sing
Кочо Рацин,Балада за непознатиот,немеа,немеа,VERB,Vmpip3s-n,Aspect=Prog|Mood=Ind|Number=Plur|Person=3|Polarity=Pos|Tense=Pres
Кочо Рацин,Балада за непознатиот,петлите,петлин,NOUN,Ncmpny,Case=Nom|Definite=Def|Gender=Masc|Number=Plur
Кочо Рацин,Балада за непознатиот,селото,село,NOUN,Ncnsny,Case=Nom|Definite=Def|Gender=Neut|Number=Sing
Кочо Рацин,Балада за непознатиот,веднаш,веднаш,ADV,Rgp,Degree=Pos
Кочо Рацин,Балада за непознатиот,писнаа,писне,VERB,Vmeia3p-n,Aspect=Perf|Mood=Ind|Number=Plur|Person=3|Polarity=Pos|Tense=Past
Кочо Рацин,Балада за непознатиот,самовилите,самовил,NOUN,Ncmpny,Case=Nom|Definite=Def|Gender=Masc|Number=Plur
Кочо Рацин,Балада за непознатиот,горите,гора,NOUN,Ncfpny,Case=Nom|Definite=Def|Gender=Fem|Number=Plur
Кочо Рацин,Балада за непознатиот,делии,делија,NOUN,Ncfpnn,Case=Nom|Definite=Ind|Gender=Fem|Number=Plur
Кочо Рацин,Балада за непознатиот,раци,раца,NOUN,Ncfpnn,Case=Nom|Definite=Ind|Gender=Fem|Number=Plur
Кочо Рацин,Балада за непознатиот,лиснаа,лисне,VERB,Vmpii3p-n,Aspect=Prog|Mood=Ind|Number=Plur|Person=3|Polarity=Pos|Tense=Imp
Кочо Рацин,Балада за непознатиот,пусто,пуст,ADJ,Afpns-n,Definite=Ind|Degree=Pos|Gender=Neut|Number=Sing
Кочо Рацин,Балада за непознатиот,остана,остане,VERB,Vmeia-s-n,Aspect=Perf|Mood=Ind|Number=Sing|Polarity=Pos|Tense=Past
Кочо Рацин,Балада за непознатиот,полето,поле,NOUN,Ncnsny,Case=Nom|Definite=Def|Gender=Neut|Number=Sing
Кочо Рацин,Балада за непознатиот,пусто,пуст,ADJ,Afpns-n,Definite=Ind|Degree=Pos|Gender=Neut|Number=Sing
Кочо Рацин,Балада за непознатиот,зазори,зазор,NOUN,Ncmpnn,Case=Nom|Definite=Ind|Gender=Masc|Number=Plur
Кочо Рацин,Балада за непознатиот,зората,зора,NOUN,Ncfsny,Case=Nom|Definite=Def|Gender=Fem|Number=Sing
Кочо Рацин,Балада за непознатиот,чемрее,чемрее,VERB,Vmeia-s-n,Aspect=Perf|Mood=Ind|Number=Sing|Polarity=Pos|Tense=Past
Кочо Рацин,Балада за непознатиот,поле,поле,NOUN,Ncnsnn,Case=Nom|Definite=Ind|Gender=Neut|Number=Sing
Кочо Рацин,Балада за непознатиот,врбата,врба,NOUN,Ncfsny,Case=Nom|Definite=Def|Gender=Fem|Number=Sing
Кочо Рацин,Балада за непознатиот,чемрее,чемрее,VERB,Vmpip2s-n,Aspect=Prog|Mood=Ind|Number=Sing|Polarity=Pos|Tense=Pres
Кочо Рацин,Балада за непознатиот,тажи,тажи,VERB,Vmpip3s-n,Aspect=Prog|Mood=Ind|Number=Sing|Person=3|Polarity=Pos|Tense=Pres
Кочо Рацин,Балада за непознатиот,непознат,непознат,ADJ,Afpms-n,Definite=Ind|Degree=Pos|Gender=Masc|Number=Sing
Гане Тодоровски,Молитва,крајот,крај,NOUN,Ncmsny,Case=Nom|Definite=Def|Gender=Masc|Number=Sing
Гане Тодоровски,Молитва,годината,година,NOUN,Ncfsny,Case=Nom|Definite=Def|Gender=Fem|Number=Sing
Гане Тодоровски,Молитва,истекот,истек,NOUN,Ncmsny,Case=Nom|Definite=Def|Gender=Masc|Number=Sing
Гане Тодоровски,Молитва,векот,век,NOUN,Ncmsny,Case=Nom|Definite=Def|Gender=Masc|Number=Sing
Гане Тодоровски,Молитва,оставиш,остави,VERB,Vmeip2s-n,Aspect=Perf|Mood=Ind|Number=Sing|Person=2|Polarity=Pos|Tense=Pres
Гане Тодоровски,Молитва,неразбран,неразбран,ADJ,Afpms-n,Definite=Ind|Degree=Pos|Gender=Masc|Number=Sing
Гане Тодоровски,Молитва,современиците,современик,NOUN,Ncmpny,Case=Nom|Definite=Def|Gender=Masc|Number=Plur
Гане Тодоровски,Молитва,мои,мој,ADJ,As--p-n,Definite=Ind|Number=Plur|Poss=Yes
Гане Тодоровски,Молитва,мунѕосував,мунѕосував,VERB,Vmpip3s-n,Aspect=Prog|Mood=Ind|Number=Sing|Person=1|Polarity=Pos|Tense=Pres
Гане Тодоровски,Молитва,ко,ко,ADJ,Ao--p-n,Definite=Ind|Number=Sing
Гане Тодоровски,Молитва,џган,џган,NOUN,Ncmsnn,Case=Nom|Definite=Ind|Gender=Masc|Number=Sing
Гане Тодоровски,Молитва,оставиш,остави,VERB,Vmeip2s-n,Aspect=Perf|Mood=Ind|Number=Sing|Person=2|Polarity=Pos|Tense=Pres
Гане Тодоровски,Молитва,останам,остане,VERB,Vmeip1s-n,Aspect=Perf|Mood=Ind|Number=Sing|Person=1|Polarity=Pos|Tense=Pres
Гане Тодоровски,Молитва,уплав,уплав,NOUN,Ncmsnn,Case=Nom|Definite=Ind|Gender=Masc|Number=Sing
Гане Тодоровски,Молитва,збран,збран,ADV,I,
Гане Тодоровски,Молитва,заминам,замине,VERB,Vmeip1s-n,Aspect=Perf|Mood=Ind|Number=Sing|Person=1|Polarity=Pos|Tense=Pres
Гане Тодоровски,Молитва,веков,веков,NOUN,Ncmsnn,Case=Nom|Definite=Ind|Gender=Masc|Number=Sing
Гане Тодоровски,Молитва,мунѕосаните,мунѕосан,ADJ,Ap--p-y,Definite=Def|Number=Plur|VerbForm=Part
Гане Тодоровски,Молитва,мунѕосан,мунѕосан,ADJ,Ap-ms-n,Definite=Ind|Gender=Masc|Number=Sing|VerbForm=Part
Гане Тодоровски,Молитва,придај,придаде,VERB,Vmemp2s-n,Aspect=Perf|Mood=Imp|Number=Sing|Person=2|Polarity=Pos|Tense=Pres
Гане Тодоровски,Молитва,моите,мој,ADJ,As--p-y,Definite=Def|Number=Plur|Poss=Yes
