author,song_title,word,lemma,pos,xpos,feats
Адем Гајтани,Еден од патиштата мои,посилен,силен,ADJ,Afcms-n,Definite=Ind|Degree=Cmp|Gender=Masc|Number=Sing
Адем Гајтани,Еден од патиштата мои,првата,прв,ADJ,Ao-fs-y,Definite=Def|Gender=Fem|Number=Sing|NumType=Ord
Адем Гајтани,Еден од патиштата мои,рана,рана,ADJ,Afpfs-n,Definite=Ind|Degree=Pos|Gender=Fem|Number=Sing
Адем Гајтани,Еден од патиштата мои,сеќавање,сеќавање,NOUN,Ncnsnn,Case=Nom|Definite=Ind|Gender=Neut|Number=Sing
Адем Гајтани,Еден од патиштата мои,сеќаваш,сеќава,VERB,Vmpip2s-n,Aspect=Prog|Mood=Ind|Number=Sing|Person=2|Polarity=Pos|Tense=Pres
Адем Гајтани,Еден од патиштата мои,искрени,искрен,ADJ,Afp-p-n,Definite=Ind|Degree=Pos|Number=Plur
Адем Гајтани,Еден од патиштата мои,чедни,чедни,ADV,Q-s,
Адем Гајтани,Еден од патиштата мои,еднаш,еднаш,ADV,Rgp,Degree=Pos
Адем Гајтани,Еден од патиштата мои,божилото,божило,NOUN,Ncnsny,Case=Nom|Definite=Def|Gender=Neut|Number=Sing
Адем Гајтани,Еден од патиштата мои,мојата,мој,ADJ,As-fs-y,Definite=Def|Gender=Fem|Number=Sing|Poss=Yes
Адем Гајтани,Еден од патиштата мои,глава,глава,NOUN,Ncfsnn,Case=Nom|Definite=Ind|Gender=Fem|Number=Sing
Адем Гајтани,Еден од патиштата мои,вети,вети,VERB,Vmeia-s-n,Aspect=Perf|Mood=Ind|Number=Sing|Polarity=Pos|Tense=Past
Адем Гајтани,Еден од патиштата мои,една,еден,ADJ,Ag-fs-n,Definite=Ind|Gender=Fem|Number=Sing
Адем Гајтани,Еден од патиштата мои,боите,бој,NOUN,Ncfpny,Case=Nom|Definite=Def|Gender=Fem|Number=Plur
Адем Гајтани,Еден од патиштата мои,одреди,одреди,VERB,Vmeia-s-n,Aspect=Perf|Mood=Ind|Number=Sing|Polarity=Pos|Tense=Past
Адем Гајтани,Еден од патиштата мои,барам,бара,VERB,Vmpip1s-n,Aspect=Prog|Mood=Ind|Number=Sing|Person=1|Polarity=Pos|Tense=Pres
Адем Гајтани,Еден од патиштата мои,можеби,можеби,ADV,Rdp,AdvType=Mod|Degree=Pos
Адем Гајтани,Еден од патиштата мои,умрам,умре,VERB,Vmeip1s-n,Aspect=Perf|Mood=Ind|Number=Sing|Person=1|Polarity=Pos|Tense=Pres
Адем Гајтани,Еден од патиштата мои,покажеш,покаже,VERB,Vmeip2s-n,Aspect=Perf|Mood=Ind|Number=Sing|Person=2|Polarity=Pos|Tense=Pres
Адем Гајтани,Удавената,облаци,облак,NOUN,Ncmpnn,Case=Nom|Definite=Ind|Gender=Masc|Number=Plur
Адем Гајтани,Удавената,бели,бел,ADJ,Afp-p-n,Definite=Ind|Degree=Pos|Number=Plur
Адем Гајтани,Удавената,свила,свила,NOUN,Ncfsnn,Case=Nom|Definite=Ind|Gender=Fem|Number=Sing
Адем Гајтани,Удавената,нежна,нежен,ADJ,Afpfs-n,Definite=Ind|Degree=Pos|Gender=Fem|Number=Sing
Адем Гајтани,Удавената,направивме,направи,VERB,Vmeia1p-n,Aspect=Perf|Mood=Ind|Number=Plur|Person=1|Polarity=Pos|Tense=Past
Адем Гајтани,Удавената,постелата,постела,NOUN,Ncfsny,Case=Nom|Definite=Def|Gender=Fem|Number=Sing
Адем Гајтани,Удавената,починеш,почине,VERB,Vmeip1s-n,Aspect=Perf|Mood=Ind|Number=Sing|Person=1|Polarity=Pos|Tense=Pres
Адем Гајтани,Удавената,чекавме,чека,VERB,Vmpii1p-n,Aspect=Prog|Mood=Ind|Number=Plur|Person=1|Polarity=Pos|Tense=Imp
Адем Гајтани,Удавената,роди,роди,VERB,Vmeia-s-n,Aspect=Perf|Mood=Ind|Number=Sing|Polarity=Pos|Tense=Past
Адем Гајтани,Удавената,трепети,трепет,NOUN,Ncmpnn,Case=Nom|Definite=Ind|Gender=Masc|Number=Plur
Адем Гајтани,Удавената,надежи,надеж,NOUN,Ncfpnn,Case=Nom|Definite=Ind|Gender=Fem|Number=Plur
Адем Гајтани,Удавената,животот,живот,NOUN,Ncmsny,Case=Nom|Definite=Def|Gender=Masc|Number=Sing
Адем Гајтани,Удавената,твој,твој,ADJ,As-ms-n,Definite=Ind|Gender=Masc|Number=Sing|Poss=Yes
Адем Гајтани,Удавената,сега,сега,ADV,Rgp,Degree=Pos
Адем Гајтани,Удавената,девојче,девојче,NOUN,Ncnsnn,Case=Nom|Definite=Ind|Gender=Neut|Number=Sing
Адем Гајтани,Удавената,шеснаесетгодишно,шеснаесетгодишен,ADJ,Ag-ns-n,Definite=Ind|Gender=Neut|Number=Sing
Адем Гајтани,Удавената,дренко,дренко,NOUN,Ncnsnn,Case=Nom|Definite=Ind|Gender=Neut|Number=Sing
Адем Гајтани,Удавената,цутење,цутење,NOUN,Ncnsnn,Case=Nom|Definite=Ind|Gender=Neut|Number=Sing
Адем Гајтани,Удавената,чекајќи,чека,ADV,Rv,VerbForm=Conv
Адем Гајтани,Удавената,рибите,риба,NOUN,Ncfpny,Case=Nom|Definite=Def|Gender=Fem|Number=Plur
Адем Гајтани,Удавената,смалија,смали,VERB,Vmeia3p-n,Aspect=Perf|Mood=Ind|Number=Plur|Person=3|Polarity=Pos|Tense=Past
Адем Гајтани,Удавената,билките,билка,NOUN,Ncfpny,Case=Nom|Definite=Def|Gender=Fem|Number=Plur
Адем Гајтани,Удавената,езерскиот,езерски,ADJ,Afpms-y,Definite=Def|Gender=Masc|Number=Sing
Адем Гајтани,Удавената,брег,брег,NOUN,Ncmsnn,Case=Nom|Definite=Ind|Gender=Masc|Number=Sing
Адем Гајтани,Удавената,пресушуваа,пресушува,VERB,Vmpii3p-n,Aspect=Prog|Mood=Ind|Number=Plur|Person=3|Polarity=Pos|Tense=Imp
Адем Гајтани,Удавената,изворите,извор,NOUN,Ncmpny,Case=Nom|Definite=Def|Gender=Masc|Number=Plur
Адем Гајтани,Удавената,подземни,подземен,ADJ,Ag--p-n,Definite=Ind|Number=Plur
Адем Гајтани,Удавената,паѓаа,паѓа,VERB,Vmpii3p-n,Aspect=Prog|Mood=Ind|Number=Plur|Person=3|Polarity=Pos|Tense=Imp
Адем Гајтани,Удавената,дождовите,дожд,NOUN,Ncmpny,Case=Nom|Definite=Def|Gender=Masc|Number=Plur
Адем Гајтани,Удавената,сега,сега,ADV,Rgp,Degree=Pos
Адем Гајтани,Удавената,папсуваат,папсува,VERB,Vmpip3p-n,Aspect=Prog|Mood=Ind|Number=Plur|Person=3|Polarity=Pos|Tense=Pres
Адем Гајтани,Удавената,рацете,рака,NOUN,Ncfpny,Case=Nom|Definite=Def|Gender=Fem|Number=Plur
Адем Гајтани,Удавената,молејќи,моли,ADV,Rv,VerbForm=Conv
Адем Гајтани,Удавената,влезе,влезе,VERB,Vmeia-s-n,Aspect=Perf|Mood=Ind|Number=Sing|Polarity=Pos|Tense=Past
Адем Гајтани,Удавената,езерото,езер,ADJ,Afpns-y,Definite=Def|Degree=Pos|Gender=Neut|Number=Sing
Адем Гајтани,Удавената,разбранува,разбранува,VERB,Vmpip3s-n,Aspect=Prog|Mood=Ind|Number=Sing|Person=3|Polarity=Pos|Tense=Pres
Адем Гајтани,Удавената,чекавме,чека,VERB,Vmpii1p-n,Aspect=Prog|Mood=Ind|Number=Plur|Person=1|Polarity=Pos|Tense=Imp
Адем Гајтани,Удавената,полека,полека,ADV,Rgp,Degree=Pos
Адем Гајтани,Удавената,душата,душа,NOUN,Ncfsny,Case=Nom|Definite=Def|Gender=Fem|Number=Sing
Адем Гајтани,Удавената,напушти,напушти,VERB,Vmeia-s-n,Aspect=Perf|Mood=Ind|Number=Sing|Polarity=Pos|Tense=Past
Адем Гајтани,Удавената,уживавме,ужива,VERB,Vmpii1p-n,Aspect=Prog|Mood=Ind|Number=Plur|Person=1|Polarity=Pos|Tense=Imp
Адем Гајтани,Удавената,занесени,занесен,ADJ,Ap--p-n,Definite=Ind|Number=Plur|VerbForm=Part
Адем Гајтани,Удавената,твоите,твој,ADJ,As--p-y,Definite=Def|Number=Plur|Poss=Yes
Адем Гајтани,Удавената,трепети,трепет,NOUN,Ncmpnn,Case=Nom|Definite=Ind|Gender=Masc|Number=Plur
Адем Гајтани,Удавената,раѓаше,раѓа,VERB,Vmpii-s-n,Aspect=Prog|Mood=Ind|Number=Sing|Polarity=Pos|Tense=Imp
Адем Гајтани,Удавената,музика,музика,NOUN,Ncfsnn,Case=Nom|Definite=Ind|Gender=Fem|Number=Sing
Адем Гајтани,Удавената,божествена,божествен,ADJ,Ag-fs-n,Definite=Ind|Gender=Fem|Number=Sing
Адем Гајтани,Удавената,мавташе,мавта,VERB,Vmpii-s-n,Aspect=Prog|Mood=Ind|Number=Sing|Polarity=Pos|Tense=Imp
Адем Гајтани,Удавената,рацете,рака,NOUN,Ncfpny,Case=Nom|Definite=Def|Gender=Fem|Number=Plur
Адем Гајтани,Удавената,грчови,грчови,PROPN,Npfsnn,Case=Nom|Definite=Ind|Gender=Masc|Number=Sing
Адем Гајтани,Удавената,постојано,постојано,ADV,Rgp,Degree=Pos
Адем Гајтани,Удавената,повеќе,многу,ADV,Rgc,Degree=Cmp
Адем Гајтани,Удавената,нуркаше,нурка,VERB,Vmpii-s-n,Aspect=Prog|Mood=Ind|Number=Sing|Polarity=Pos|Tense=Imp
Адем Гајтани,Удавената,постојано,постојано,ADV,Rgp,Degree=Pos
Адем Гајтани,Удавената,повеќе,многу,ADV,Rgc,Degree=Cmp
Адем Гајтани,Удавената,наша,наш,ADJ,As-fs-n,Definite=Ind|Gender=Fem|Number=Sing|Poss=Yes
Адем Гајтани,Удавената,чудесна,чудесен,ADJ,Afpfs-n,Definite=Ind|Degree=Pos|Gender=Fem|Number=Sing
Адем Гајтани,Удавената,отворени,отворен,ADJ,Ap--p-n,Definite=Ind|Number=Plur|VerbForm=Part
Адем Гајтани,Удавената,очи,око,NOUN,Ncmpnn,Case=Nom|Definite=Ind|Gender=Masc|Number=Plur
Адем Гајтани,Удавената,косите,кос,ADJ,Afp-p-y,Definite=Def|Degree=Pos|Number=Plur
Адем Гајтани,Удавената,твои,твој,ADJ,As--p-n,Definite=Ind|Number=Plur|Poss=Yes
Адем Гајтани,Удавената,свила,свила,NOUN,Ncfsnn,Case=Nom|Definite=Ind|Gender=Fem|Number=Sing
Адем Гајтани,Удавената,очите,око,NOUN,Ncmpny,Case=Nom|Definite=Def|Gender=Masc|Number=Plur
Адем Гајтани,Удавената,твои,твој,ADJ,As--p-n,Definite=Ind|Number=Plur|Poss=Yes
Адем Гајтани,Удавената,зелени,зелен,ADJ,Afp-p-n,Definite=Ind|Degree=Pos|Number=Plur
Адем Гајтани,Удавената,градите,града,NOUN,Ncfpny,Case=Nom|Definite=Def|Gender=Fem|Number=Plur
Адем Гајтани,Удавената,месечини,месечина,NOUN,Ncfpnn,Case=Nom|Definite=Ind|Gender=Fem|Number=Plur
Адем Гајтани,Удавената,допре,допре,VERB,Vmeia-s-n,Aspect=Perf|Mood=Ind|Number=Sing|Polarity=Pos|Tense=Past
Адем Гајтани,Удавената,повеќе,многу,ADV,Rgc,Degree=Cmp
Адем Гајтани,Удавената,никое,никој,ADJ,As-ns-n,Definite=Ind|Gender=Neut|Number=Sing|Poss=Yes
Адем Гајтани,Удавената,момче,момче,NOUN,Ncnsnn,Case=Nom|Definite=Ind|Gender=Neut|Number=Sing
Адем Гајтани,Удавената,грди,грд,ADJ,Afp-p-n,Definite=Ind|Degree=Pos|Number=Plur
Адем Гајтани,Удавената,млади,млад,ADJ,Afp-p-n,Definite=Ind|Degree=Pos|Number=Plur
Адем Гајтани,Удавената,нашиве,наш,ADJ,As--p-y,Definite=Def|Number=Plur|Poss=Yes
Адем Гајтани,Удавената,милувања,милување,NOUN,Ncnpnn,Case=Nom|Definite=Ind|Gender=Neut|Number=Plur
Адем Гајтани,Удавената,спи,спи,VERB,Vmemp2s-n,Aspect=Perf|Mood=Imp|Number=Sing|Person=2|Polarity=Pos|Tense=Pres
Адем Гајтани,Удавената,малечка,малечок,ADJ,Afpfs-n,Definite=Ind|Degree=Pos|Gender=Fem|Number=Sing
Адем Гајтани,Удавената,твојата,твој,ADJ,As-fs-y,Definite=Def|Gender=Fem|Number=Sing|Poss=Yes
Адем Гајтани,Удавената,постела,постела,NOUN,Ncfsnn,Case=Nom|Definite=Ind|Gender=Fem|Number=Sing
Адем Гајтани,Удавената,нова,нов,ADJ,Afpfs-n,Definite=Ind|Degree=Pos|Gender=Fem|Number=Sing
Адем Гајтани,Удавената,мовта,мов,NOUN,Ncfsny,Case=Nom|Definite=Def|Gender=Fem|Number=Sing
Адем Гајтани,Удавената,сонцето,сонце,NOUN,Ncnsny,Case=Nom|Definite=Def|Gender=Neut|Number=Sing
Адем Гајтани,Удавената,кадифето,кадифе,NOUN,Ncnsny,Case=Nom|Definite=Def|Gender=Neut|Number=Sing
Адем Гајтани,Удавената,месецот,месец,NOUN,Ncmsny,Case=Nom|Definite=Def|Gender=Masc|Number=Sing
Адем Гајтани,Удавената,осветлена,осветлен,ADJ,Ap-fs-n,Definite=Ind|Gender=Fem|Number=Sing|VerbForm=Part
Адем Гајтани,Удавената,мали,мал,ADJ,Afp-p-n,Definite=Ind|Degree=Pos|Number=Plur
Адем Гајтани,Удавената,сонца,сонце,NOUN,Ncnpnn,Case=Nom|Definite=Ind|Gender=Neut|Number=Plur
Адем Гајтани,Удавената,сакаат,сака,VERB,Vopip3p-n,Aspect=Prog|Mood=Ind|Number=Plur|Person=3|Polarity=Pos|Tense=Pres
Адем Гајтани,Удавената,грабнат,грабне,VERB,Vmeip3p-n,Aspect=Perf|Mood=Ind|Number=Plur|Person=3|Polarity=Pos|Tense=Pres
Адем Гајтани,Удавената,мртвите,мртов,ADJ,Afp-p-y,Definite=Def|Degree=Pos|Number=Plur
Адем Гајтани,Удавената,спасители,спасител,NOUN,Ncmpnn,Case=Nom|Definite=Ind|Gender=Masc|Number=Plur
Адем Гајтани,Удавената,криеме,крие,VERB,Vmpip1p-n,Aspect=Prog|Mood=Ind|Number=Plur|Person=1|Polarity=Pos|Tense=Pres
Адем Гајтани,Удавената,седумкатиа,седумкат,ADJ,Afpfs-n,Definite=Ind|Degree=Pos|Gender=Fem|Number=Sing
Адем Гајтани,Удавената,вода,вода,NOUN,Ncfsnn,Case=Nom|Definite=Ind|Gender=Fem|Number=Sing
Адем Гајтани,Удавената,слушавме,слуша,VERB,Vmpii1p-n,Aspect=Prog|Mood=Ind|Number=Plur|Person=1|Polarity=Pos|Tense=Imp
Адем Гајтани,Удавената,твојата,твој,ADJ,As-fs-y,Definite=Def|Gender=Fem|Number=Sing|Poss=Yes
Адем Гајтани,Удавената,мајка,мајка,NOUN,Ncfsnn,Case=Nom|Definite=Ind|Gender=Fem|Number=Sing
Адем Гајтани,Удавената,тажеше,тажи,VERB,Vmpii-s-n,Aspect=Prog|Mood=Ind|Number=Sing|Polarity=Pos|Tense=Imp
Адем Гајтани,Удавената,кубеше,куби,VERB,Vmpii-s-n,Aspect=Prog|Mood=Ind|Number=Sing|Polarity=Pos|Tense=Imp
Адем Гајтани,Удавената,коси,коса,NOUN,Ncfpnn,Case=Nom|Definite=Ind|Gender=Fem|Number=Plur
Адем Гајтани,Удавената,откорнат,откорнат,ADJ,Ap-ms-n,Definite=Ind|Gender=Masc|Number=Sing|VerbForm=Part
Адем Гајтани,Удавената,даб,даб,NOUN,Ncmsnn,Case=Nom|Definite=Ind|Gender=Masc|Number=Sing
Адем Гајтани,Удавената,бурата,бура,NOUN,Ncfsny,Case=Nom|Definite=Def|Gender=Fem|Number=Sing
Адем Гајтани,Удавената,девојче,девојче,NOUN,Ncnsnn,Case=Nom|Definite=Ind|Gender=Neut|Number=Sing
Адем Гајтани,Удавената,рушеа,руши,VERB,Vmpii3p-n,Aspect=Prog|Mood=Ind|Number=Plur|Person=3|Polarity=Pos|Tense=Imp
Адем Гајтани,Удавената,небесата,небеса,NOUN,Ncfsny,Case=Nom|Definite=Def|Gender=Fem|Number=Sing
Адем Гајтани,Удавената,нашето,наш,ADJ,As-ns-y,Definite=Def|Gender=Neut|Number=Sing|Poss=Yes
Адем Гајтани,Удавената,чекање,чекање,NOUN,Ncnsnn,Case=Nom|Definite=Ind|Gender=Neut|Number=Sing
Адем Гајтани,Удавената,вечно,вечно,ADV,Rgp,Degree=Pos
Адем Гајтани,Удавената,девојче,девојче,NOUN,Ncnsnn,Case=Nom|Definite=Ind|Gender=Neut|Number=Sing
Адем Гајтани,Удавената,чедно,чедно,ADV,Rgp,Degree=Pos
Адем Гајтани,Удавената,негибнато,негибнат,ADJ,Afpns-n,Definite=Ind|Degree=Pos|Gender=Neut|Number=Sing
Адем Гајтани,Удавената,најчисто,сист,ADJ,Afsns-n,Definite=Ind|Degree=Sup|Gender=Neut|Number=Sing
Адем Гајтани,Удавената,водата,вода,NOUN,Ncfsny,Case=Nom|Definite=Def|Gender=Fem|Number=Sing
Адем Гајтани,Удавената,повторно,повторно,ADV,Rgp,Degree=Pos
Адем Гајтани,Удавената,почнува,почнува,VERB,Vmpip3s-n,Aspect=Prog|Mood=Ind|Number=Sing|Person=3|Polarity=Pos|Tense=Pres
Адем Гајтани,Удавената,враќа,враќа,VERB,Vmpip3s-n,Aspect=Prog|Mood=Ind|Number=Sing|Person=3|Polarity=Pos|Tense=Pres
Адем Гајтани,Удавената,сè,сè,ADV,Rgp,Degree=Pos
Адем Гајтани,Удавената,нанесе,нанесе,VERB,Vmeia-s-n,Aspect=Perf|Mood=Ind|Number=Sing|Polarity=Pos|Tense=Past
Адем Гајтани,Удавената,езерото,езеро,NOUN,Ncnsny,Case=Nom|Definite=Def|Gender=Neut|Number=Sing
Адем Гајтани,Удавената,рибите,риба,NOUN,Ncfpny,Case=Nom|Definite=Def|Gender=Fem|Number=Plur
Адем Гајтани,Удавената,плодеа,плоди,VERB,Vmpii3p-n,Aspect=Prog|Mood=Ind|Number=Plur|Person=3|Polarity=Pos|Tense=Imp
Адем Гајтани,Удавената,идеа,идеа,NOUN,Ncfsnn,Case=Nom|Definite=Ind|Gender=Fem|Number=Sing
Адем Гајтани,Удавената,гледаат,гледа,VERB,Vmpip3p-n,Aspect=Prog|Mood=Ind|Number=Plur|Person=3|Polarity=Pos|Tense=Pres
Адем Гајтани,Удавената,обновуваше,обновува,VERB,Vmpii-s-n,Aspect=Prog|Mood=Ind|Number=Sing|Polarity=Pos|Tense=Imp
Адем Гајтани,Удавената,убавееше,убави,VERB,Vmpii-s-n,Aspect=Prog|Mood=Ind|Number=Sing|Polarity=Pos|Tense=Imp
Адем Гајтани,Удавената,билките,билка,NOUN,Ncfpny,Case=Nom|Definite=Def|Gender=Fem|Number=Plur
Адем Гајтани,Удавената,страни,страна,NOUN,Ncfpnn,Case=Nom|Definite=Ind|Gender=Fem|Number=Plur
Адем Гајтани,Удавената,заштитуваат,заштитува,VERB,Vmpip3p-n,Aspect=Prog|Mood=Ind|Number=Plur|Person=3|Polarity=Pos|Tense=Pres
Адем Гајтани,Удавената,засолниште,засолниште,NOUN,Ncnsnn,Case=Nom|Definite=Ind|Gender=Neut|Number=Sing
Адем Гајтани,Удавената,наоѓаш,наоѓа,VERB,Vmpip2s-n,Aspect=Prog|Mood=Ind|Number=Sing|Person=2|Polarity=Pos|Tense=Pres
Адем Гајтани,Удавената,малечка,малечок,ADJ,Afpfs-n,Definite=Ind|Degree=Pos|Gender=Fem|Number=Sing
Адем Гајтани,Удавената,наша,наш,ADJ,As-fs-n,Definite=Ind|Gender=Fem|Number=Sing|Poss=Yes
Адем Гајтани,Удавената,ѕвездена,ѕвезден,ADJ,Ap-fs-n,Definite=Ind|Gender=Fem|Number=Sing
Адем Гајтани,Удавената,крв,крв,NOUN,Ncfsnn,Case=Nom|Definite=Ind|Gender=Fem|Number=Sing
Адем Гајтани,Удавената,задаваат,задава,VERB,Vmpip3p-n,Aspect=Prog|Mood=Ind|Number=Plur|Person=3|Polarity=Pos|Tense=Pres
Адем Гајтани,Удавената,младичи,младич,NOUN,Ncmpnn,Case=Nom|Definite=Ind|Gender=Masc|Number=Plur
Адем Гајтани,Удавената,ножови,нож,NOUN,Ncmpnn,Case=Nom|Definite=Ind|Gender=Masc|Number=Plur
Адем Гајтани,Удавената,искинат,искинат,ADJ,Ap-ms-n,Definite=Ind|Gender=Masc|Number=Sing|VerbForm=Part
Адем Гајтани,Удавената,пајажината,пајажина,NOUN,Ncfsny,Case=Nom|Definite=Def|Gender=Fem|Number=Sing
Адем Гајтани,Удавената,сон,сон,NOUN,Ncmsnn,Case=Nom|Definite=Ind|Gender=Masc|Number=Sing
Адем Гајтани,Удавената,никако,никако,ADV,Rgp,Degree=Pos
Адем Гајтани,Удавената,најдат,најде,VERB,Vmeip3p-n,Aspect=Perf|Mood=Ind|Number=Plur|Person=3|Polarity=Pos|Tense=Pres
Адем Гајтани,Удавената,претворивме,претвори,VERB,Vmeia1p-n,Aspect=Perf|Mood=Ind|Number=Plur|Person=1|Polarity=Pos|Tense=Past
Адем Гајтани,Удавената,тиха,тих,ADJ,Afpfs-n,Definite=Ind|Degree=Pos|Gender=Fem|Number=Sing
Адем Гајтани,Удавената,вода,вода,NOUN,Ncfsnn,Case=Nom|Definite=Ind|Gender=Fem|Number=Sing
Адем Гајтани,Удавената,една,еден,ADJ,Ag-fs-n,Definite=Ind|Gender=Fem|Number=Sing
Адем Гајтани,Удавената,полудена,полуден,ADJ,Afpfs-n,Definite=Ind|Gender=Fem|Number=Sing
Адем Гајтани,Удавената,мајка,мајка,NOUN,Ncfsnn,Case=Nom|Definite=Ind|Gender=Fem|Number=Sing
Адем Гајтани,Удавената,оддалечува,оддалечува,VERB,Vmpip3s-n,Aspect=Prog|Mood=Ind|Number=Sing|Person=3|Polarity=Pos|Tense=Pres
Адем Гајтани,Удавената,брегот,брег,NOUN,Ncmsny,Case=Nom|Definite=Def|Gender=Masc|Number=Sing
Адем Гајтани,Удавената,чека,чека,VERB,Vmpip3s-n,Aspect=Prog|Mood=Ind|Number=Sing|Person=3|Polarity=Pos|Tense=Pres
Адем Гајтани,Удавената,вратиш,врати,VERB,Vmeip2s-n,Aspect=Perf|Mood=Ind|Number=Sing|Person=2|Polarity=Pos|Tense=Pres
Адем Гајтани,Удавената,удавена,удавен,ADJ,Afpfs-n,Definite=Ind|Degree=Pos|Gender=Fem|Number=Sing
Адем Гајтани,Бохинско езеро,нареков,нарече,VERB,Vmeia1s-n,Aspect=Perf|Mood=Ind|Number=Sing|Person=1|Polarity=Pos|Tense=Past
Адем Гајтани,Бохинско езеро,капка,капка,NOUN,Ncfsnn,Case=Nom|Definite=Ind|Gender=Fem|Number=Sing
Адем Гајтани,Бохинско езеро,отворена,отворен,ADJ,Ap-fs-n,Definite=Ind|Gender=Fem|Number=Sing|VerbForm=Part
Адем Гајтани,Бохинско езеро,дланка,дланка,NOUN,Ncfsnn,Case=Nom|Definite=Ind|Gender=Fem|Number=Sing
Адем Гајтани,Бохинско езеро,извор,извор,NOUN,Ncmsnn,Case=Nom|Definite=Ind|Gender=Masc|Number=Sing
Адем Гајтани,Бохинско езеро,далечните,далечен,ADJ,Afp-p-y,Definite=Def|Degree=Pos|Number=Plur
Адем Гајтани,Бохинско езеро,гори,гори,VERB,Vmpip3s-n,Aspect=Prog|Mood=Ind|Number=Sing|Person=3|Polarity=Pos|Tense=Pres
Адем Гајтани,Бохинско езеро,снеговите,снег,NOUN,Ncmpny,Case=Nom|Definite=Def|Gender=Masc|Number=Plur
Адем Гајтани,Бохинско езеро,дални,дални,NOUN,I,
Адем Гајтани,Бохинско езеро,нареков,нарече,VERB,Vmeia1s-n,Aspect=Perf|Mood=Ind|Number=Sing|Person=1|Polarity=Pos|Tense=Past
Адем Гајтани,Бохинско езеро,долина,долина,NOUN,Ncfsnn,Case=Nom|Definite=Ind|Gender=Fem|Number=Sing
Адем Гајтани,Бохинско езеро,спокојството,спокојство,NOUN,Ncnsny,Case=Nom|Definite=Def|Gender=Neut|Number=Sing
Адем Гајтани,Бохинско езеро,птиците,птица,NOUN,Ncfpny,Case=Nom|Definite=Def|Gender=Fem|Number=Plur
Адем Гајтани,Бохинско езеро,нареков,нарече,VERB,Vmeia1s-n,Aspect=Perf|Mood=Ind|Number=Sing|Person=1|Polarity=Pos|Tense=Past
Адем Гајтани,Бохинско езеро,солза,солза,NOUN,Ncfsnn,Case=Nom|Definite=Ind|Gender=Fem|Number=Sing
Адем Гајтани,Бохинско езеро,клепката,клепка,NOUN,Ncfsny,Case=Nom|Definite=Def|Gender=Fem|Number=Sing
Адем Гајтани,Бохинско езеро,изненадена,изненаден,ADJ,Ap-fs-n,Definite=Ind|Gender=Fem|Number=Sing|VerbForm=Part
Адем Гајтани,Бохинско езеро,треперлива,треперлив,ADJ,Afpfs-n,Definite=Ind|Degree=Pos|Gender=Fem|Number=Sing
Адем Гајтани,Бохинско езеро,нареков,нарече,VERB,Vmeia1s-n,Aspect=Perf|Mood=Ind|Number=Sing|Person=1|Polarity=Pos|Tense=Past
Адем Гајтани,Бохинско езеро,концерт,концерт,NOUN,Ncmsnn,Case=Nom|Definite=Ind|Gender=Masc|Number=Sing
Адем Гајтани,Бохинско езеро,сигаи,сигај,ADJ,Afp-p-n,Definite=Ind|Number=Plur
Адем Гајтани,Бохинско езеро,огледала,огледа,NOUN,Ncnpnn,Case=Nom|Definite=Ind|Gender=Neut|Number=Plur
Адем Гајтани,Бохинско езеро,облаците,облак,NOUN,Ncmpny,Case=Nom|Definite=Def|Gender=Masc|Number=Plur
Адем Гајтани,Бохинско езеро,играат,игра,VERB,Vmpip3p-n,Aspect=Prog|Mood=Ind|Number=Plur|Person=3|Polarity=Pos|Tense=Pres
Адем Гајтани,Бохинско езеро,постојано,постојано,ADV,Rgp,Degree=Pos
Адем Гајтани,Бохинско езеро,својата,свој,ADJ,As-fs-y,Definite=Def|Gender=Fem|Number=Sing|Poss=Yes
Адем Гајтани,Бохинско езеро,невина,невин,ADJ,Afpfs-n,Definite=Ind|Degree=Pos|Gender=Fem|Number=Sing
Адем Гајтани,Бохинско езеро,игра,игра,NOUN,Ncfsnn,Case=Nom|Definite=Ind|Gender=Fem|Number=Sing
Адем Гајтани,Бохинско езеро,нареков,нарече,VERB,Vmeia1s-n,Aspect=Perf|Mood=Ind|Number=Sing|Person=1|Polarity=Pos|Tense=Past
Адем Гајтани,Бохинско езеро,смирена,смирен,ADJ,Ap-fs-n,Definite=Ind|Gender=Fem|Number=Sing|VerbForm=Part
Адем Гајтани,Бохинско езеро,вода,вода,NOUN,Ncfsnn,Case=Nom|Definite=Ind|Gender=Fem|Number=Sing
Адем Гајтани,Бохинско езеро,вода,вода,NOUN,Ncfsnn,Case=Nom|Definite=Ind|Gender=Fem|Number=Sing
Адем Гајтани,Бохинско езеро,лекување,лекување,NOUN,Ncnsnn,Case=Nom|Definite=Ind|Gender=Neut|Number=Sing
Адем Гајтани,Бохинско езеро,тука,тука,ADV,Rgp,Degree=Pos|PronType=Dem
Адем Гајтани,Бохинско езеро,заврнува,заврнува,VERB,Vmpip3s-n,Aspect=Prog|Mood=Ind|Number=Sing|Person=3|Polarity=Pos|Tense=Pres
Адем Гајтани,Бохинско езеро,дождот,дожд,NOUN,Ncmsny,Case=Nom|Definite=Def|Gender=Masc|Number=Sing
Адем Гајтани,Бохинско езеро,посака,посака,VERB,Vmeia-s-n,Aspect=Perf|Mood=Ind|Number=Sing|Polarity=Pos|Tense=Past
